"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1,1,2,3,2,3,2,1,2
"2",3,1,2,3,2,2,2,3,1
"3",1,2,2,3,1,3,1,2,1
"4",2,3,2,3,3,2,3,1,3
"5",2,2,2,2,1,3,3,1,3
"6",2,3,1,3,2,3,3,3,1
"7",2,1,3,1,1,3,2,3,2
"8",2,1,2,1,3,2,2,2,1
"9",1,3,3,3,1,3,2,2,3
"10",1,1,2,2,3,3,3,3,1
"11",2,2,3,1,3,1,3,3,2
"12",2,3,1,1,1,1,2,2,1
"13",3,2,3,1,2,3,3,2,1
"14",3,2,1,3,3,2,3,2,2
"15",1,2,3,1,1,2,1,3,1
"16",3,1,2,1,3,1,1,1,3
"17",3,3,3,2,1,2,3,3,2
"18",1,2,1,1,2,1,3,2,3
"19",3,2,2,2,2,1,3,2,1
"20",3,3,2,1,2,1,3,1,2
"21",1,3,1,1,3,3,1,2,2
"22",1,1,1,1,1,2,3,1,2
"23",2,3,3,3,3,1,1,2,1
"24",3,3,3,2,3,3,2,1,1
"25",2,2,1,2,3,3,2,1,3
"26",1,3,2,3,1,1,3,3,2
"27",2,1,3,3,1,1,3,1,1
"28",3,1,3,3,3,3,1,2,2
"29",2,2,3,2,2,2,1,1,2
"30",3,3,1,3,1,2,1,1,2
"31",1,2,1,2,2,3,2,3,2
"32",1,2,1,3,3,1,2,1,1
"33",3,2,1,2,1,1,1,3,1
"34",1,3,2,1,2,2,2,1,1
"35",3,1,1,2,1,3,3,2,3
"36",2,3,2,2,1,2,1,2,2
"37",3,3,2,1,2,3,1,3,3
"38",3,2,3,1,1,2,2,1,3
"39",3,1,1,2,3,1,2,3,2
"40",1,3,3,2,2,1,1,1,3
"41",1,1,3,2,3,2,3,2,3
"42",2,1,1,1,2,3,1,1,1
"43",2,1,1,3,2,2,1,3,3
"44",1,2,2,3,3,2,1,3,3
"45",3,2,3,3,2,1,2,3,3
"46",1,1,3,2,2,1,2,2,2
"47",2,1,2,2,1,1,1,2,3
"48",2,3,1,1,3,2,2,3,3
