"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",4,3,2,2,4,4,2,6,6,5,1,2,1,5
"2",1,4,1,4,5,6,2,1,4,1,2,4,4,6
"3",4,4,3,6,1,2,1,5,4,6,6,3,3,6
"4",3,5,4,1,2,6,4,2,1,6,1,5,3,5
"5",1,6,2,2,4,2,6,5,2,1,3,3,3,4
"6",4,2,1,1,4,1,5,1,3,3,1,6,4,4
"7",5,4,6,2,2,1,1,2,3,2,2,2,3,2
"8",2,2,2,5,1,2,5,1,5,5,2,3,2,3
"9",4,2,6,3,3,6,3,6,5,1,6,4,4,5
"10",2,5,4,6,6,1,5,6,3,4,2,2,4,5
"11",5,5,2,5,6,2,3,3,5,1,4,1,5,4
"12",5,5,1,3,3,6,6,5,3,5,5,1,2,3
"13",6,3,1,3,1,5,1,2,5,4,4,5,4,1
"14",3,1,1,3,4,1,1,3,2,6,3,1,4,5
"15",2,2,6,6,3,5,2,5,2,4,1,2,2,4
"16",1,6,5,5,5,4,1,4,5,5,6,2,4,3
"17",5,2,5,2,6,5,6,4,2,2,4,3,5,6
"18",2,3,5,3,6,2,3,3,1,1,1,5,2,3
"19",2,4,1,2,6,3,4,4,5,6,5,5,1,6
"20",5,1,4,1,3,3,1,1,4,1,6,3,1,3
"21",5,4,6,6,4,6,5,5,5,6,3,5,5,2
"22",3,4,5,6,1,4,6,1,2,1,5,4,4,2
"23",1,1,2,4,2,6,3,5,2,4,6,6,3,2
"24",1,5,3,6,3,1,2,2,6,3,4,4,1,2
"25",6,6,2,6,3,4,4,1,1,3,4,2,3,6
"26",1,1,5,1,4,6,5,3,6,3,5,3,2,4
"27",3,4,6,4,5,3,5,2,1,4,6,1,1,5
"28",4,5,6,4,1,2,6,4,6,3,2,4,1,4
"29",2,4,1,1,5,5,2,6,1,3,4,3,5,2
"30",6,3,3,5,2,5,6,3,3,1,3,6,1,5
"31",3,5,2,2,3,5,4,4,6,1,2,6,6,1
"32",4,2,1,6,5,3,4,5,4,1,3,1,2,1
"33",4,1,2,6,6,5,4,2,3,5,6,4,6,4
"34",1,1,3,6,2,4,1,4,4,2,1,5,5,4
"35",5,2,2,2,1,2,2,4,1,3,5,5,2,5
"36",3,1,5,4,1,1,4,6,4,3,4,1,6,3
"37",5,6,3,3,5,3,6,2,4,6,1,3,6,2
"38",2,3,1,3,2,4,5,2,6,2,6,2,6,5
"39",6,4,3,4,5,1,5,6,6,2,6,5,3,2
"40",6,1,4,2,3,4,5,6,1,5,2,4,4,1
"41",4,3,4,5,4,6,2,1,1,2,2,1,6,3
"42",4,5,2,4,6,4,1,3,2,5,2,6,1,2
"43",3,2,4,1,6,2,1,5,6,4,3,4,6,2
"44",6,4,4,1,2,3,4,5,5,2,1,1,4,6
"45",6,2,4,4,2,5,2,3,6,6,5,2,5,4
"46",2,2,6,5,4,2,4,2,3,2,5,6,5,1
"47",6,6,6,1,6,5,4,1,4,4,3,4,2,3
"48",1,3,3,4,3,1,6,4,1,5,3,5,6,6
"49",5,1,5,5,5,3,3,2,6,4,2,6,3,6
"50",1,3,3,2,5,4,3,1,3,6,5,1,3,1
"51",6,5,6,3,5,3,2,5,2,3,5,6,6,4
"52",1,5,6,2,1,4,3,3,3,5,3,3,6,6
"53",3,1,3,4,6,6,6,3,5,3,1,2,3,1
"54",2,6,4,3,1,6,3,4,4,2,3,1,1,1
"55",4,6,3,1,2,2,5,3,2,4,6,2,5,1
"56",6,3,5,5,4,1,3,4,1,6,4,3,1,1
"57",2,3,5,1,2,3,6,6,4,6,4,6,2,3
"58",5,6,1,5,1,3,3,6,2,4,1,4,5,3
"59",3,6,4,5,4,5,1,6,3,2,5,5,2,6
"60",3,6,5,3,3,1,2,1,5,5,4,6,5,5
