"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",2,4,6,5,3,5,2,2,1,3,1,2,2
"2",2,5,2,3,1,1,2,3,3,2,1,2,5
"3",2,5,4,6,6,2,3,5,1,5,6,3,5
"4",1,4,3,6,4,2,4,6,5,2,1,4,1
"5",3,5,6,3,1,4,1,5,5,6,3,5,2
"6",6,1,4,3,3,5,3,4,6,4,6,5,1
"7",3,1,5,5,2,1,3,5,4,1,5,1,2
"8",2,2,4,4,1,3,1,2,5,3,5,6,6
"9",3,3,1,3,2,5,5,6,4,5,6,2,6
"10",5,1,1,1,1,4,6,3,4,3,3,3,1
"11",6,6,4,4,2,5,6,5,3,3,1,5,4
"12",4,3,6,6,5,6,2,4,4,4,6,6,4
"13",4,6,3,3,6,4,1,2,2,4,1,4,6
"14",1,6,5,3,4,1,2,1,4,1,4,5,4
"15",3,1,6,1,5,5,4,2,1,3,5,5,5
"16",2,6,3,1,2,6,4,2,5,6,4,2,4
"17",4,6,1,3,4,6,5,5,1,2,5,4,1
"18",6,4,3,2,2,3,2,4,1,1,6,1,4
"19",6,6,6,2,6,3,3,3,2,1,3,4,2
"20",4,2,4,2,1,2,4,1,6,4,2,1,5
"21",4,4,6,4,1,1,6,6,1,4,4,3,5
"22",5,5,5,6,1,5,4,3,6,1,5,4,4
"23",5,1,3,4,6,2,5,4,5,1,2,2,4
"24",1,1,2,6,4,5,1,5,3,4,3,1,4
"25",1,2,1,3,6,3,5,1,1,3,3,2,4
"26",3,4,1,4,6,6,1,3,6,2,4,1,3
"27",6,5,1,6,2,4,1,1,4,4,2,3,3
"28",3,5,2,2,3,2,6,4,2,6,2,1,2
"29",2,5,2,5,5,4,5,6,4,1,3,6,5
"30",2,2,3,2,1,6,2,6,2,3,4,4,2
"31",1,4,4,2,5,5,1,1,4,5,5,3,1
"32",4,2,3,6,1,4,5,4,1,5,1,6,3
"33",6,2,6,3,4,5,2,5,5,2,3,2,6
"34",4,1,3,5,3,6,6,1,3,2,6,3,5
"35",3,3,4,6,5,4,6,2,2,1,4,1,1
"36",5,4,2,1,3,2,1,6,5,3,5,5,5
"37",2,2,5,4,6,6,6,3,5,5,2,5,2
"38",1,5,6,4,3,4,5,3,3,5,5,1,6
"39",6,2,1,6,3,2,4,3,2,2,4,5,6
"40",5,1,6,4,2,2,2,1,3,5,4,4,1
"41",5,4,2,4,4,6,3,1,1,6,3,6,6
"42",4,2,5,1,4,1,1,3,2,6,6,2,3
"43",1,6,1,5,1,3,3,3,2,4,6,5,3
"44",1,3,6,2,4,3,6,5,6,2,6,3,3
"45",6,3,5,5,5,3,3,2,4,6,1,1,5
"46",3,4,5,1,2,3,5,1,3,2,2,6,1
"47",1,3,2,5,2,1,5,2,6,6,3,4,3
"48",1,3,4,1,2,6,3,4,2,1,2,3,6
"49",5,6,2,4,5,2,4,1,5,3,6,2,2
"50",4,6,3,5,3,3,2,6,6,5,3,2,1
"51",3,6,5,6,4,1,5,4,6,3,2,3,6
"52",5,3,4,5,5,1,1,5,1,2,2,5,3
"53",3,1,1,2,5,3,2,5,5,5,1,4,5
"54",6,2,2,5,6,4,4,6,3,6,5,3,2
"55",5,4,4,1,6,4,6,4,6,6,4,4,6
"56",5,5,5,1,5,6,4,6,3,4,1,1,3
"57",6,5,3,2,4,1,6,2,4,5,5,6,3
"58",2,3,1,1,6,1,3,4,3,4,4,6,1
"59",2,1,5,3,3,2,4,6,2,6,2,6,4
"60",4,3,2,2,3,5,3,2,6,1,1,6,2
