"","V1","V2","V3","V4","V5","V6","V7"
"1",5,5,1,5,3,3,5
"2",5,2,2,4,4,1,6
"3",5,1,3,6,5,3,3
"4",5,1,6,3,1,3,3
"5",5,3,2,2,1,5,6
"6",2,3,2,5,5,4,6
"7",2,6,6,2,6,3,3
"8",6,2,4,4,3,2,4
"9",3,1,2,5,3,1,2
"10",4,3,5,4,5,4,2
"11",1,6,4,6,4,2,3
"12",6,4,1,3,4,4,4
"13",1,3,6,4,3,6,2
"14",4,3,1,6,1,2,4
"15",1,4,3,3,6,5,2
"16",3,6,3,3,5,6,6
"17",2,4,4,4,1,6,5
"18",3,1,1,4,6,5,5
"19",1,4,1,2,3,3,6
"20",1,1,5,3,5,1,5
"21",4,4,6,3,3,1,1
"22",6,3,4,6,6,5,5
"23",1,3,4,5,4,3,1
"24",5,4,6,1,4,6,4
"25",4,5,1,2,2,6,3
"26",3,6,2,1,3,1,5
"27",2,4,3,5,6,2,4
"28",5,5,5,5,6,6,3
"29",1,5,5,2,1,2,2
"30",3,2,3,3,4,6,2
"31",2,3,4,3,2,1,4
"32",4,4,4,2,6,2,6
"33",5,2,1,1,6,2,2
"34",1,2,2,1,5,6,4
"35",6,2,2,5,2,6,1
"36",4,6,1,6,4,5,2
"37",6,4,5,6,1,1,2
"38",3,6,6,5,1,5,4
"39",6,5,4,2,5,5,1
"40",2,5,5,1,4,4,6
"41",2,2,6,5,2,2,6
"42",6,3,3,1,2,1,3
"43",3,2,3,1,1,3,5
"44",2,1,4,1,2,5,1
"45",6,1,6,2,4,4,5
"46",2,5,1,4,5,1,1
"47",3,3,5,1,5,3,3
"48",1,5,3,6,2,4,5
"49",3,5,2,3,2,3,1
"50",4,1,3,2,4,2,1
"51",6,6,2,3,6,2,4
"52",6,6,5,4,2,3,6
"53",1,1,1,4,1,4,3
"54",3,2,6,6,6,4,1
"55",5,6,3,4,1,4,1
"56",4,5,6,5,5,1,5
"57",5,6,4,1,3,4,2
"58",2,4,2,6,3,5,3
"59",4,1,5,6,3,6,6
"60",4,2,5,2,2,5,4
