"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",5,3,1,2,1,3,4,1,5,4,2,2,2,2,3,6,1
"2",3,5,5,5,1,3,2,6,4,5,3,5,2,6,5,4,1
"3",2,6,5,2,5,1,4,3,5,1,3,4,3,1,5,5,6
"4",2,1,3,2,3,2,2,2,1,1,4,3,3,6,2,2,1
"5",4,2,2,4,5,4,6,1,2,3,5,1,5,2,2,4,6
"6",4,4,6,3,1,6,6,3,6,4,4,6,4,6,3,6,5
"7",3,3,5,3,5,1,5,5,2,6,6,6,3,5,6,2,4
"8",4,3,2,5,5,2,1,5,6,2,2,6,5,4,5,6,3
"9",6,2,5,1,5,3,3,4,6,5,3,1,1,6,2,3,4
"10",2,2,2,2,3,4,6,4,5,5,5,4,6,5,6,5,1
"11",5,1,1,1,6,5,5,3,3,2,4,5,2,3,5,5,5
"12",4,3,6,4,2,2,4,3,1,6,2,5,3,1,1,1,3
"13",4,4,4,1,4,6,2,3,1,4,3,1,5,3,6,1,1
"14",3,3,1,5,6,3,3,4,1,1,6,1,2,1,4,3,2
"15",3,4,3,1,6,2,2,4,2,5,1,3,6,4,1,6,5
"16",5,6,1,3,4,3,4,6,1,3,3,2,6,6,5,2,6
"17",1,2,2,4,6,2,5,6,4,4,1,4,2,2,4,1,5
"18",4,6,1,3,6,5,2,2,6,5,5,4,4,2,6,2,4
"19",2,6,5,6,3,4,3,5,6,4,1,2,5,2,2,2,2
"20",4,6,6,5,4,2,5,6,5,2,5,3,2,5,1,3,5
"21",3,2,6,2,5,5,4,2,4,2,1,5,6,5,4,1,2
"22",2,2,3,6,1,3,3,2,2,2,3,6,4,2,6,1,5
"23",1,3,3,5,6,6,5,1,5,6,3,2,5,6,3,3,3
"24",2,5,5,3,6,5,6,5,2,2,2,3,1,2,3,4,1
"25",6,2,1,5,4,5,2,6,3,6,1,4,4,3,2,4,1
"26",6,1,2,3,1,6,4,5,2,5,5,3,2,5,4,1,3
"27",2,4,1,4,4,1,1,3,5,6,4,1,1,4,5,1,2
"28",6,3,1,6,3,1,3,2,4,4,6,5,4,6,1,4,6
"29",1,4,4,3,5,3,2,1,4,6,5,6,1,1,2,6,3
"30",5,4,2,6,1,5,6,4,4,1,1,2,3,4,6,2,4
"31",3,5,4,2,2,5,5,2,3,5,6,1,2,3,1,1,6
"32",5,3,5,2,3,6,3,6,1,1,4,5,5,2,1,5,4
"33",1,3,6,6,4,5,3,3,3,3,2,1,2,5,6,6,6
"34",5,1,4,2,2,3,1,1,3,6,2,4,5,5,5,3,6
"35",1,5,4,6,6,4,1,4,3,1,5,4,4,6,2,1,4
"36",5,1,5,4,6,1,3,3,4,4,5,3,6,2,6,6,2
"37",6,4,3,1,4,3,6,5,5,2,6,4,5,1,2,1,3
"38",6,4,3,5,2,4,1,5,2,4,4,2,1,1,6,5,5
"39",5,1,4,6,6,4,4,3,6,3,4,6,2,4,1,2,1
"40",1,5,1,2,1,1,3,5,4,6,4,3,5,3,2,3,5
"41",1,6,1,1,4,4,5,2,2,4,2,6,3,5,1,4,3
"42",2,2,4,5,1,1,6,4,1,3,3,4,1,4,2,6,4
"43",6,6,4,4,1,4,2,2,4,2,3,1,6,5,1,5,3
"44",6,5,5,4,5,1,1,1,2,2,2,2,3,3,3,2,5
"45",4,2,6,5,3,6,2,1,5,1,6,3,1,3,5,4,3
"46",6,5,6,6,5,3,6,2,1,6,4,3,4,4,4,5,2
"47",3,1,3,6,3,2,4,6,6,6,5,1,3,3,3,5,6
"48",4,2,4,3,2,1,5,5,3,1,1,1,4,6,4,5,1
"49",6,5,3,3,3,2,6,2,6,3,1,5,1,3,6,3,2
"50",3,3,3,1,2,4,2,6,5,1,2,6,1,4,3,2,6
"51",2,1,2,3,2,6,1,3,6,3,1,3,4,1,1,4,4
"52",1,1,6,1,3,4,6,6,3,5,3,2,4,1,5,3,3
"53",5,6,6,1,1,2,1,4,3,3,5,6,3,2,4,3,2
"54",3,4,2,6,2,1,5,1,3,3,4,5,6,1,3,2,1
"55",1,6,3,4,2,5,4,4,2,1,6,5,5,3,5,6,2
"56",5,5,4,5,4,6,5,4,5,5,2,6,6,1,4,4,6
"57",4,5,2,2,5,6,1,6,4,3,6,2,3,5,3,6,2
"58",2,1,6,4,4,5,1,5,1,4,6,5,6,4,3,3,5
"59",3,6,2,4,3,6,3,1,1,5,1,4,1,6,4,5,4
"60",1,4,5,1,2,2,4,1,6,2,6,2,6,4,4,4,4
