"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",4,2,5,5,2,5,4,1,5,1,5,6,6,5,3,6,3,4
"2",5,3,4,2,1,6,2,2,4,2,1,3,2,4,5,1,1,5
"3",2,6,4,6,5,3,2,2,4,3,2,6,6,3,5,6,6,3
"4",4,4,5,2,5,1,1,6,6,6,3,3,1,4,5,3,3,1
"5",2,6,1,3,2,2,3,1,4,2,4,2,2,4,3,6,5,1
"6",6,4,6,4,4,4,2,3,4,1,6,5,3,6,5,5,1,1
"7",5,6,4,6,1,5,1,4,3,6,5,5,2,2,3,2,3,2
"8",5,4,1,5,5,3,1,2,5,3,5,1,4,6,1,5,3,5
"9",3,1,5,1,5,6,4,3,4,5,2,5,1,2,2,1,5,3
"10",4,4,4,2,3,1,1,1,2,4,5,6,3,3,1,2,6,6
"11",4,6,2,6,3,2,3,6,2,2,5,3,6,6,5,3,1,4
"12",6,6,3,1,1,2,5,5,4,1,3,6,3,3,2,4,3,1
"13",1,2,5,5,5,4,3,3,1,6,6,1,3,4,3,5,6,4
"14",4,5,1,4,6,5,2,5,2,3,2,4,1,5,1,4,6,2
"15",6,6,3,3,5,6,6,6,5,4,4,1,3,5,4,1,5,3
"16",3,1,2,4,1,5,6,6,3,3,6,2,5,3,1,4,5,5
"17",1,1,6,2,1,2,2,4,4,5,5,2,6,2,4,4,3,5
"18",4,1,3,1,6,2,4,3,3,2,3,1,4,5,5,6,6,6
"19",2,4,1,6,2,1,4,6,4,6,2,1,3,2,5,2,4,4
"20",3,5,2,1,6,3,2,1,5,6,2,4,3,1,4,4,1,5
"21",1,5,4,6,6,6,5,4,3,4,5,3,4,4,1,6,2,1
"22",2,1,6,3,2,3,5,6,2,3,5,5,2,4,4,2,6,1
"23",4,4,1,5,2,5,6,3,6,3,1,6,4,2,4,2,1,2
"24",1,1,3,6,3,6,3,3,5,1,5,2,1,3,6,3,3,2
"25",1,2,3,5,5,3,4,5,3,1,1,4,2,1,1,2,2,5
"26",4,6,6,3,6,2,6,3,2,2,6,3,1,1,2,3,4,4
"27",2,3,3,4,6,5,1,1,2,4,4,1,6,2,5,2,4,1
"28",5,3,6,5,3,4,3,4,6,2,1,1,5,2,2,3,6,1
"29",3,5,5,5,1,3,1,5,6,2,4,4,4,5,6,1,5,5
"30",6,6,2,2,3,6,1,3,2,5,1,2,5,3,3,5,2,4
"31",1,6,1,3,4,4,3,4,1,4,3,6,1,3,6,1,3,6
"32",2,4,4,2,5,4,5,5,1,1,2,2,6,6,3,1,3,2
"33",5,2,2,6,3,3,6,2,2,5,3,4,5,6,2,1,4,1
"34",3,2,1,4,1,1,2,3,1,1,2,5,5,4,2,3,4,6
"35",4,1,1,3,4,5,5,4,4,6,2,3,6,5,6,5,2,1
"36",5,3,1,1,2,3,4,5,1,4,5,1,1,5,2,3,1,3
"37",2,4,3,5,1,1,6,3,2,5,4,4,1,5,4,6,1,5
"38",6,3,2,5,6,3,5,1,4,5,6,5,2,4,6,2,4,4
"39",1,3,5,3,2,5,1,6,1,2,3,4,4,1,2,5,1,3
"40",1,4,2,2,4,6,5,2,5,2,4,4,6,2,2,3,6,6
"41",3,2,5,1,4,2,6,1,6,3,4,2,4,3,1,2,1,2
"42",6,5,5,4,2,1,4,2,3,3,3,1,6,1,6,1,2,3
"43",6,3,5,4,2,2,6,4,5,4,2,4,1,6,3,5,6,6
"44",4,2,4,4,3,2,2,5,1,5,1,2,3,1,6,6,5,2
"45",3,5,2,5,4,1,4,5,6,5,6,5,5,1,3,5,5,2
"46",3,4,6,1,2,6,3,2,1,4,6,4,5,6,6,4,4,2
"47",5,5,6,1,4,3,3,6,3,5,1,5,6,4,1,6,4,5
"48",6,2,1,1,4,4,1,4,3,1,6,3,4,1,4,1,6,4
"49",1,5,3,2,1,4,5,1,3,6,1,5,4,6,5,3,5,3
"50",2,2,2,1,3,6,2,6,6,3,3,6,2,6,4,5,4,4
"51",5,1,2,2,5,1,4,2,1,2,4,6,3,2,4,5,2,2
"52",6,1,4,6,6,4,3,6,5,4,3,5,5,3,3,3,1,6
"53",1,3,4,3,6,1,6,4,6,1,1,3,5,4,6,4,5,4
"54",3,5,4,2,3,4,5,5,5,3,6,1,2,2,6,6,2,6
"55",5,3,6,4,5,6,6,5,2,6,4,6,4,1,5,4,3,6
"56",6,2,3,3,1,4,3,2,6,6,4,3,1,1,1,6,4,3
"57",2,6,6,4,3,5,4,2,6,5,3,2,3,5,1,2,2,6
"58",2,3,3,3,6,2,2,4,5,6,6,6,5,5,2,1,2,3
"59",3,1,6,6,4,1,1,1,3,4,1,3,2,6,3,4,2,3
"60",5,5,5,6,4,5,5,1,1,1,2,2,2,3,4,4,5,5
