"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,4,3,1,2,4,2,6,2
"2",3,2,1,2,4,3,6,6,2
"3",1,2,5,1,3,1,4,4,1
"4",3,4,1,6,1,6,4,3,3
"5",6,2,4,5,6,2,5,3,1
"6",2,3,1,1,6,2,2,4,5
"7",4,1,5,4,2,2,2,4,6
"8",5,6,3,2,1,4,1,4,5
"9",3,6,3,6,5,2,6,4,2
"10",5,3,2,3,1,1,6,2,3
"11",6,5,6,6,3,2,3,2,5
"12",6,1,2,1,5,5,5,3,3
"13",1,2,3,5,1,3,3,6,6
"14",1,3,5,6,6,4,4,5,3
"15",3,3,4,6,2,3,5,2,5
"16",4,5,3,1,5,2,5,1,4
"17",5,6,1,4,6,3,4,4,3
"18",5,3,1,5,3,2,1,5,1
"19",6,6,4,3,2,1,3,5,3
"20",6,5,1,5,2,4,6,5,4
"21",2,6,6,3,4,3,2,6,1
"22",2,4,6,5,4,1,6,3,4
"23",1,5,2,4,1,1,2,3,2
"24",4,3,6,2,4,1,2,1,3
"25",3,4,4,3,6,6,6,5,6
"26",3,1,4,1,1,4,1,3,1
"27",5,2,1,2,2,6,2,1,4
"28",5,2,6,1,5,3,3,5,5
"29",2,5,3,5,6,5,2,1,6
"30",1,6,2,4,3,6,5,6,5
"31",3,1,6,4,6,6,4,2,2
"32",4,1,6,5,1,4,5,6,3
"33",1,1,3,2,3,3,6,2,5
"34",6,2,5,6,3,6,2,4,4
"35",3,5,1,1,2,1,4,2,6
"36",6,4,2,3,3,3,1,3,6
"37",1,2,4,4,5,2,1,2,4
"38",4,6,2,6,4,4,1,2,4
"39",2,1,2,3,4,6,1,5,3
"40",2,2,3,4,2,5,6,4,1
"41",6,3,4,2,3,5,4,6,6
"42",5,2,5,4,4,4,6,1,6
"43",2,3,5,3,1,5,3,1,5
"44",6,3,3,4,4,6,3,2,1
"45",4,6,4,5,1,3,4,1,1
"46",6,4,5,2,6,3,1,1,2
"47",2,4,5,2,1,2,5,5,4
"48",5,4,4,6,5,5,2,6,2
"49",4,1,1,5,5,5,3,3,5
"50",2,1,2,6,3,2,3,1,2
"51",4,6,5,1,3,5,6,2,2
"52",1,4,6,5,2,5,1,3,3
"53",5,5,6,3,2,6,5,4,2
"54",4,3,2,6,4,1,5,5,6
"55",2,6,6,2,5,4,4,3,6
"56",1,4,1,3,5,4,5,1,1
"57",3,5,5,4,5,1,1,6,5
"58",5,1,3,3,6,1,4,6,4
"59",4,5,2,2,6,5,3,5,1
"60",1,5,4,1,4,6,3,4,4
