"","V1","V2","V3","V4","V5","V6"
"1",4,1,4,5,5,6
"2",2,6,1,3,4,3
"3",3,4,5,6,2,3
"4",6,5,1,2,4,5
"5",1,3,4,4,4,4
"6",6,2,2,6,1,5
"7",5,4,4,3,1,6
"8",4,3,5,2,6,2
"9",5,1,5,3,4,6
"10",5,3,1,6,3,2
"11",2,1,6,6,4,2
"12",6,5,4,6,5,1
"13",3,5,1,4,1,2
"14",3,4,3,1,4,6
"15",2,5,4,1,1,2
"16",5,1,1,3,6,1
"17",4,5,3,3,2,1
"18",6,2,6,4,5,2
"19",6,1,3,4,3,4
"20",1,2,2,5,6,3
"21",1,6,4,3,5,5
"22",3,2,6,3,2,4
"23",2,5,1,6,5,6
"24",4,2,5,5,1,1
"25",1,1,5,1,2,5
"26",6,6,5,4,2,3
"27",2,2,3,2,5,1
"28",4,3,1,1,1,4
"29",3,6,2,2,2,6
"30",5,5,3,5,2,5
"31",3,1,1,5,2,3
"32",5,6,2,1,3,1
"33",2,3,4,5,3,5
"34",1,5,6,3,6,3
"35",1,3,2,4,2,1
"36",6,4,1,5,6,4
"37",3,3,6,1,4,1
"38",1,4,5,5,3,1
"39",1,2,1,2,3,6
"40",5,1,4,1,3,3
"41",6,4,6,2,1,3
"42",6,2,4,2,2,2
"43",1,6,3,6,1,4
"44",4,6,2,5,4,2
"45",4,6,5,1,6,4
"46",4,6,6,6,3,6
"47",3,1,2,2,5,4
"48",4,2,2,4,4,5
"49",5,5,6,5,4,4
"50",1,4,2,1,5,2
"51",5,4,6,2,5,5
"52",4,4,2,3,3,3
"53",3,2,5,6,6,5
"54",6,3,3,1,6,6
"55",2,4,3,4,6,5
"56",5,3,3,6,5,3
"57",3,6,4,4,6,1
"58",2,3,6,4,1,6
"59",2,1,3,3,1,2
"60",2,5,5,2,3,4
