"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",5,6,4,1,4,6,2,3,2,5,2,5,3,1,5,5
"2",5,4,4,2,6,4,1,1,4,1,3,1,6,4,2,3
"3",2,5,2,1,2,5,3,6,6,3,1,1,5,4,4,4
"4",4,5,6,1,6,5,6,4,3,3,6,6,4,5,3,5
"5",1,6,4,3,6,2,5,6,5,6,4,3,2,1,4,3
"6",4,4,6,4,5,1,2,1,1,5,6,4,3,2,1,4
"7",2,2,6,2,4,3,2,1,6,1,4,4,1,5,5,4
"8",3,3,5,1,3,1,5,2,2,1,4,4,6,3,6,1
"9",1,2,3,4,1,1,3,6,3,3,3,6,3,6,6,5
"10",5,3,2,5,2,4,1,1,2,4,1,4,1,3,6,2
"11",5,6,1,3,1,2,5,1,2,4,4,6,5,4,4,5
"12",1,1,3,1,5,5,5,1,2,3,3,2,2,3,3,6
"13",4,5,1,4,5,5,2,2,6,3,4,2,4,1,6,1
"14",2,2,4,3,2,5,2,3,1,6,5,6,1,4,3,1
"15",3,3,3,6,6,5,1,5,4,6,5,1,3,3,1,5
"16",3,3,3,4,6,6,5,1,5,4,2,6,5,6,1,3
"17",6,4,6,4,2,2,5,4,4,2,1,3,5,1,3,6
"18",4,4,4,3,5,6,4,6,5,1,2,5,1,4,6,6
"19",6,2,6,3,3,3,1,6,1,4,3,1,2,2,4,5
"20",3,6,1,1,3,3,3,5,4,4,6,3,1,2,6,6
"21",2,6,5,5,5,3,1,5,1,2,3,6,5,3,4,2
"22",1,5,2,6,3,6,4,1,3,2,5,6,3,2,5,4
"23",6,1,4,5,2,4,3,2,1,1,2,5,4,5,1,5
"24",4,1,6,6,4,5,1,4,4,3,1,3,6,6,5,3
"25",6,1,3,3,6,2,3,2,3,5,5,3,6,4,6,6
"26",2,3,5,3,4,4,6,6,6,2,5,2,5,2,1,5
"27",5,1,3,1,5,2,2,5,6,4,2,4,5,5,3,1
"28",2,2,6,6,3,2,6,5,2,4,1,5,2,4,2,3
"29",5,1,2,5,5,1,5,5,5,1,3,1,4,3,5,4
"30",6,5,3,2,3,1,4,3,5,3,1,6,2,2,1,2
"31",4,1,5,1,1,1,4,4,3,6,4,2,1,4,1,4
"32",5,6,5,5,3,5,5,2,6,5,3,3,1,6,2,4
"33",6,4,5,4,3,4,2,5,5,6,6,6,6,5,5,3
"34",1,2,5,2,5,6,3,4,3,2,1,3,3,1,2,1
"35",1,2,1,6,3,1,2,2,4,5,2,2,5,2,3,3
"36",3,6,5,3,4,2,3,1,3,6,1,1,4,6,4,1
"37",6,3,5,6,6,3,6,2,4,3,4,5,1,2,4,1
"38",3,1,6,2,1,5,5,4,6,5,3,5,4,2,6,2
"39",5,2,1,5,4,4,3,4,6,5,4,6,2,1,2,6
"40",4,2,4,6,1,3,4,1,5,2,6,1,4,5,3,2
"41",6,4,1,6,4,6,6,6,3,6,2,4,4,4,3,2
"42",2,1,4,5,2,6,6,3,4,4,6,4,6,1,4,5
"43",6,2,2,2,4,5,5,3,1,4,6,1,5,3,2,2
"44",5,5,4,2,4,1,6,5,1,3,5,2,3,6,6,3
"45",3,4,3,3,1,4,6,2,1,2,2,1,1,1,5,3
"46",2,4,2,1,5,2,4,2,4,5,5,5,2,6,2,2
"47",3,1,1,4,6,4,4,6,2,2,6,4,2,6,4,2
"48",1,4,4,5,2,1,1,4,6,4,6,2,2,4,5,1
"49",6,3,1,1,1,6,1,3,5,2,5,3,3,5,4,4
"50",5,6,6,4,1,6,3,5,3,1,5,2,2,3,3,2
"51",2,3,1,2,6,3,4,4,1,6,1,5,6,2,5,4
"52",1,6,1,3,2,3,6,4,4,1,3,4,3,5,1,1
"53",4,3,2,4,2,3,6,3,5,6,1,2,3,6,5,6
"54",4,3,2,2,2,2,1,6,3,1,6,5,4,1,2,3
"55",3,5,2,5,6,2,2,3,2,2,2,2,1,5,2,5
"56",2,4,2,4,3,6,2,5,1,3,4,3,6,6,1,6
"57",1,5,6,6,5,4,4,3,2,5,4,1,5,5,6,4
"58",3,6,3,6,4,1,3,3,6,1,5,5,6,3,3,6
"59",4,5,3,5,1,3,4,6,2,5,3,3,6,1,1,1
"60",1,5,5,2,1,4,1,2,5,6,2,4,4,3,2,6
