"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",6,10,3,11,12,10,9,2,4,4,11,13,12
"2",2,1,13,10,14,9,6,9,14,10,8,15,1
"3",1,9,4,14,7,15,3,13,9,12,12,5,7
"4",4,13,9,6,4,11,11,4,12,11,6,3,11
"5",8,14,15,12,2,7,2,11,5,6,5,7,15
"6",9,4,7,9,5,13,1,5,10,3,2,12,5
"7",15,12,10,5,15,14,8,15,2,1,7,8,6
"8",5,6,6,3,10,2,7,14,13,7,1,9,13
"9",13,7,11,1,6,12,15,10,7,9,14,14,14
"10",10,3,2,8,13,8,14,12,6,14,3,2,9
"11",7,8,12,15,8,1,13,3,1,13,4,10,3
"12",11,11,1,2,1,5,5,6,15,15,9,11,8
"13",12,15,8,7,11,3,4,1,8,8,15,1,2
"14",3,2,5,4,3,6,12,8,3,5,13,6,4
"15",14,5,14,13,9,4,10,7,11,2,10,4,10
