"","V1","V2","V3","V4","V5","V6"
"1",1,3,4,2,1,1
"2",2,2,3,3,3,3
"3",4,1,4,3,2,3
"4",3,1,4,1,3,1
"5",3,3,3,2,2,3
"6",3,1,2,2,1,3
"7",2,4,4,4,2,2
"8",1,1,1,4,2,1
"9",4,4,3,1,1,2
"10",4,3,3,4,4,1
"11",2,2,3,2,3,2
"12",4,2,2,1,3,4
"13",4,1,1,2,4,2
"14",2,4,2,1,4,1
"15",2,2,1,1,1,2
"16",1,3,1,1,4,3
"17",1,1,3,1,2,4
"18",3,3,2,3,3,2
"19",2,3,1,2,2,4
"20",1,3,3,4,3,3
"21",4,4,1,4,3,3
"22",2,1,2,4,4,4
"23",3,2,4,4,1,4
"24",1,2,4,3,4,2
"25",1,4,2,3,1,4
"26",3,4,4,2,4,4
"27",4,2,2,3,1,1
"28",3,4,1,3,2,1
