"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",2,4,2,3,3,1,2,2,1,4,3,4,1,4,4
"2",2,2,4,4,4,4,1,3,3,2,3,1,1,3,3
"3",1,4,2,2,3,2,3,3,4,1,4,1,2,3,4
"4",1,3,3,3,2,4,4,2,3,3,4,3,4,1,1
"5",3,4,1,3,4,3,1,4,3,1,2,4,2,2,1
"6",2,1,2,1,2,3,3,4,1,1,1,3,4,3,3
"7",1,4,4,1,4,3,2,3,2,3,3,3,4,4,2
"8",3,2,3,4,3,2,1,3,1,3,1,4,4,1,1
"9",3,2,3,4,1,2,2,2,3,1,2,1,4,4,4
"10",3,3,1,1,2,4,1,2,4,2,4,4,3,4,3
"11",4,3,2,2,2,1,2,4,4,4,2,1,4,3,1
"12",2,2,1,1,4,2,3,2,1,3,4,1,1,2,1
"13",3,4,4,3,1,2,4,1,1,2,4,2,4,3,3
"14",1,3,2,2,3,1,1,1,2,1,1,2,3,1,3
"15",4,2,4,3,3,4,3,4,4,3,1,2,3,4,4
"16",4,2,1,3,1,4,2,3,1,1,3,2,2,1,2
"17",1,1,1,3,4,2,2,2,4,4,2,2,4,2,3
"18",2,4,1,4,2,3,4,3,3,4,1,1,3,1,3
"19",3,4,2,1,1,3,3,1,4,3,2,2,1,1,2
"20",4,3,3,2,2,2,4,4,1,1,3,4,1,2,3
"21",1,2,2,4,2,4,4,2,2,2,2,4,1,2,4
"22",4,1,1,2,1,2,1,3,2,3,1,3,1,3,4
"23",4,4,3,1,3,4,2,2,2,2,1,1,2,3,1
"24",1,3,1,4,1,1,3,4,2,2,3,3,3,4,1
"25",2,3,3,1,1,3,1,4,2,4,4,2,3,2,4
"26",1,2,4,1,1,1,3,3,3,4,1,4,2,3,2
"27",1,1,3,3,2,3,1,1,1,3,2,1,2,4,2
"28",3,3,4,2,4,4,3,1,1,4,2,3,2,1,4
"29",4,1,2,4,4,3,3,1,2,4,4,4,3,3,2
"30",4,2,1,1,3,1,4,1,3,2,3,3,4,2,4
"31",2,1,3,3,3,1,2,4,4,2,4,3,1,1,3
"32",3,1,4,2,4,1,4,4,2,2,2,1,3,1,2
"33",4,4,4,4,2,1,1,2,3,3,4,2,2,2,2
"34",2,3,3,4,4,2,4,1,4,1,1,3,2,4,2
"35",2,1,4,2,1,3,2,1,4,1,3,4,3,2,1
"36",3,1,2,2,3,4,4,3,3,4,3,2,1,4,1
