"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",6,1,5,4,3,2,3,2,1,5,5,4,6
"2",6,3,4,3,6,1,5,6,5,1,3,3,5
"3",6,2,1,5,1,4,3,3,6,5,2,2,4
"4",4,4,1,2,2,5,2,6,6,2,5,4,6
"5",5,1,2,3,5,1,4,3,3,6,1,5,2
"6",2,4,5,1,3,1,1,3,6,4,5,1,4
"7",6,6,3,2,1,1,3,1,4,4,4,5,2
"8",3,6,6,6,5,3,5,3,6,4,2,4,6
"9",2,1,4,4,1,5,6,1,4,1,2,5,4
"10",5,5,4,6,3,5,2,6,5,5,3,5,2
"11",3,3,6,5,2,1,1,4,3,6,3,5,6
"12",3,6,6,3,4,4,3,6,1,4,6,3,1
"13",3,3,3,1,6,2,2,6,1,3,2,6,2
"14",1,1,5,6,4,5,2,4,2,4,1,2,5
"15",1,2,2,2,4,2,5,1,6,5,4,3,5
"16",1,5,6,2,2,6,5,3,1,2,3,5,3
"17",1,4,1,4,4,4,4,1,1,6,3,1,2
"18",4,4,3,4,6,2,3,5,5,6,6,1,6
"19",5,4,3,3,1,4,1,2,1,1,2,3,5
"20",4,5,5,4,1,2,2,3,3,3,1,1,1
"21",5,2,6,4,6,6,1,6,3,3,4,2,4
"22",2,2,5,3,5,5,4,6,6,6,5,5,3
"23",3,1,2,3,6,3,5,3,1,2,5,1,4
"24",2,2,3,6,1,1,3,4,1,2,5,3,2
"25",1,1,4,2,3,3,2,5,4,1,3,1,1
"26",5,3,4,2,1,6,5,4,2,4,6,1,2
"27",6,4,2,6,5,5,4,2,2,3,6,5,5
"28",4,1,1,5,2,1,5,6,4,4,6,4,3
"29",4,2,5,1,5,4,6,2,2,2,4,4,1
"30",4,1,3,5,6,6,3,1,6,4,3,4,1
"31",2,6,4,2,2,3,4,6,2,6,1,3,5
"32",1,3,2,6,2,3,1,2,5,3,1,4,3
"33",2,5,1,3,3,2,6,2,5,3,5,6,1
"34",3,4,1,6,5,6,5,5,4,1,1,3,2
"35",5,3,6,6,3,4,5,1,4,6,5,3,1
"36",2,6,2,1,6,5,4,4,5,4,2,2,1
"37",6,5,1,1,5,3,1,5,2,5,5,3,3
"38",5,5,4,5,5,1,6,2,1,5,3,2,3
"39",1,3,2,3,1,6,1,5,3,5,4,4,1
"40",1,6,4,3,5,6,2,2,4,3,5,3,6
"41",4,5,5,2,6,4,1,1,4,5,1,6,4
"42",1,3,4,6,6,3,6,4,3,5,6,6,4
"43",6,3,6,2,4,5,3,2,5,2,1,1,3
"44",3,6,1,5,3,6,2,3,2,6,4,6,4
"45",2,5,3,5,1,4,6,6,3,3,4,1,6
"46",2,4,6,5,6,2,2,1,2,1,4,4,3
"47",3,5,5,5,2,6,4,1,5,2,6,2,5
"48",6,4,3,1,4,6,6,4,4,6,2,4,6
"49",3,2,6,3,2,2,6,5,5,5,2,2,2
"50",5,2,4,4,4,3,1,3,6,1,6,6,2
"51",6,4,5,5,2,3,4,5,2,2,2,6,1
"52",6,6,2,4,3,4,6,4,6,1,4,2,3
"53",3,1,3,1,2,5,2,2,3,6,6,2,3
"54",4,2,2,4,3,5,6,5,1,4,1,6,5
"55",4,3,1,1,3,1,4,1,2,3,2,2,6
"56",5,6,2,6,4,2,1,4,4,2,3,1,5
"57",5,1,6,1,1,3,4,4,5,3,4,6,5
"58",1,5,3,4,4,1,3,5,6,2,1,5,4
"59",2,2,1,2,5,4,3,3,3,1,3,6,6
"60",4,6,5,1,4,2,5,5,3,1,6,5,4
