"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",4,3,4,1,1,2,1,3,4,2,2,1,2,2
"2",2,4,2,3,2,3,2,1,4,4,1,1,3,4
"3",1,1,3,1,1,4,2,1,1,3,3,2,3,2
"4",4,4,3,3,2,2,4,1,2,2,2,3,4,4
"5",1,3,2,3,3,2,2,4,1,3,1,4,4,1
"6",2,2,1,3,1,1,1,3,1,4,4,3,3,3
"7",1,4,1,1,1,2,3,2,3,2,4,3,4,2
"8",3,3,4,4,1,4,1,2,3,3,1,2,4,3
"9",4,3,2,2,3,3,4,2,2,4,4,1,4,1
"10",2,1,4,3,2,1,3,1,4,3,2,4,3,3
"11",2,2,3,4,1,3,4,3,4,2,3,4,4,1
"12",4,4,2,4,3,3,1,4,3,3,4,3,1,3
"13",2,3,1,4,4,2,4,1,3,4,2,4,2,2
"14",3,4,4,3,3,4,4,3,4,2,1,2,1,2
"15",3,3,3,1,4,1,4,4,4,3,3,1,3,3
"16",2,2,4,2,2,3,1,4,1,1,4,2,4,4
"17",3,2,1,2,2,4,2,4,4,1,2,3,4,1
"18",4,2,1,1,2,1,2,3,2,2,3,4,2,4
"19",2,4,2,1,2,4,4,3,1,3,3,4,1,3
"20",4,3,1,3,1,3,3,1,4,1,3,2,1,3
"21",1,2,1,3,4,4,3,3,4,3,4,2,2,1
"22",1,1,2,2,4,1,1,2,4,2,2,2,4,3
"23",4,2,3,4,3,1,2,1,3,2,4,1,4,2
"24",3,1,3,3,4,2,4,4,1,1,4,3,2,2
"25",2,4,1,2,4,4,1,4,2,2,3,1,3,2
"26",1,3,4,2,1,3,3,4,2,4,2,4,2,4
"27",3,2,1,2,2,1,4,2,3,4,1,3,1,1
"28",2,2,4,1,4,1,3,3,2,4,1,2,4,2
"29",1,4,4,4,3,1,3,2,1,2,3,1,2,4
"30",4,4,2,4,1,1,3,4,1,3,2,2,3,1
"31",1,1,2,4,2,2,2,4,3,4,3,1,1,2
"32",3,3,1,2,4,2,1,1,1,3,1,2,2,4
"33",3,1,2,3,1,4,1,1,2,1,2,4,2,2
"34",1,3,3,3,2,1,1,2,2,1,3,2,1,1
"35",4,1,2,1,3,4,3,4,3,2,1,2,2,4
"36",2,2,2,1,3,2,3,1,1,1,2,1,1,1
"37",4,4,3,1,4,3,3,2,1,1,1,4,3,2
"38",3,4,4,1,2,3,2,1,2,4,4,3,2,1
"39",4,2,3,3,4,4,2,3,1,4,2,1,1,3
"40",1,3,4,2,3,4,4,1,3,1,4,3,3,3
"41",3,1,1,4,3,4,3,2,2,4,3,3,4,4
"42",1,2,3,1,3,3,1,2,4,3,2,4,1,4
"43",3,1,3,2,1,2,4,2,3,3,4,1,1,4
"44",2,4,3,2,1,1,2,4,3,1,1,3,2,3
"45",1,1,1,4,2,3,4,3,2,1,1,1,3,3
"46",2,1,4,4,4,3,2,2,2,2,1,3,1,1
"47",3,3,2,4,4,2,2,3,4,1,4,4,3,4
"48",4,1,4,2,3,2,1,3,3,4,3,4,3,1
