"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,1,1,2,3,3,2,2,3,2
"2",3,1,1,2,2,3,3,1,2,3
"3",2,2,1,3,2,3,1,2,1,2
"4",2,1,1,2,1,1,1,3,2,1
"5",2,2,3,1,1,3,3,3,2,3
"6",1,2,2,1,3,3,2,1,1,3
"7",2,3,1,2,1,3,3,1,1,1
"8",2,3,3,1,3,3,1,2,3,1
"9",3,3,2,1,2,1,1,1,2,1
"10",1,3,1,2,2,1,2,1,1,2
"11",2,3,1,3,3,2,1,1,3,2
"12",2,1,3,1,1,1,3,1,2,2
"13",1,3,2,3,3,1,3,3,2,1
"14",1,1,1,3,1,2,3,2,1,3
"15",3,1,2,1,1,3,1,2,1,2
"16",1,3,1,1,2,3,3,3,2,2
"17",3,2,1,1,3,2,3,1,3,2
"18",2,3,3,3,1,2,2,3,1,1
"19",1,1,1,1,2,1,1,2,3,3
"20",2,2,2,2,2,2,2,2,2,2
"21",3,2,3,1,3,2,1,3,2,2
"22",2,1,2,3,3,3,3,3,3,3
"23",1,1,3,2,3,2,1,3,1,3
"24",3,2,2,2,2,1,3,3,1,3
"25",3,2,1,2,3,3,2,3,1,1
"26",1,2,3,1,2,1,3,2,1,1
"27",1,2,3,2,3,1,2,1,3,1
"28",3,2,1,3,1,1,3,2,3,1
"29",2,1,3,2,2,2,3,2,3,1
"30",1,2,2,2,1,2,3,3,3,2
"31",2,2,3,3,3,1,1,2,2,3
"32",3,3,1,3,1,2,1,3,2,3
"33",1,1,3,3,1,3,2,1,2,1
"34",1,3,2,2,2,3,1,2,2,3
"35",1,2,1,1,1,2,1,1,2,1
"36",1,2,2,3,2,3,1,3,3,1
"37",1,3,3,3,2,2,3,1,3,3
"38",3,3,3,3,3,3,3,2,1,2
"39",3,1,2,3,3,2,1,1,1,1
"40",2,3,2,1,1,1,2,3,3,3
"41",3,1,3,3,2,1,2,3,3,2
"42",2,1,2,3,2,2,2,1,2,2
"43",2,1,1,1,3,1,2,3,1,2
"44",3,3,3,1,2,2,2,1,1,3
"45",2,2,2,3,1,1,2,1,1,3
"46",1,3,3,2,1,1,1,2,1,2
"47",3,3,1,2,3,1,2,2,2,3
"48",2,1,2,1,3,2,3,2,2,1
"49",3,3,2,2,1,3,2,2,3,2
"50",3,1,2,1,2,2,2,3,3,1
"51",3,2,3,2,1,3,1,1,3,3
