"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",2,4,2,2,3,2,4,3,5
"2",1,3,2,4,1,1,2,3,2
"3",4,5,1,4,3,2,2,2,3
"4",4,2,5,3,2,2,2,2,1
"5",5,2,3,3,1,1,4,5,3
"6",5,1,4,2,2,4,3,1,4
"7",4,5,3,1,4,1,4,1,3
"8",4,2,1,5,3,4,5,4,4
"9",3,1,5,1,4,5,3,4,2
"10",4,3,4,4,5,5,1,3,3
"11",1,2,3,1,2,5,2,2,5
"12",4,3,1,2,1,5,1,4,1
"13",1,4,4,3,4,3,1,1,1
"14",2,2,1,2,3,2,3,1,1
"15",1,3,4,5,4,3,4,2,5
"16",3,1,1,3,4,3,2,5,5
"17",5,2,3,5,4,4,1,2,2
"18",2,5,3,1,5,4,2,3,1
"19",1,1,1,3,5,4,4,2,2
"20",2,2,5,4,4,1,2,5,4
"21",3,4,5,5,3,5,2,1,4
"22",3,1,2,3,1,5,4,3,4
"23",2,1,5,5,2,2,5,3,2
"24",4,3,4,5,2,3,3,4,1
"25",5,5,2,3,2,5,4,1,2
"26",2,2,3,4,3,5,4,5,1
"27",1,4,1,1,2,3,5,5,2
"28",5,4,1,2,5,3,2,2,4
"29",2,3,5,2,5,4,5,1,3
"30",5,4,5,3,3,1,1,3,5
"31",2,5,4,1,1,1,3,2,4
"32",3,3,1,4,2,1,5,1,5
"33",1,3,5,3,1,4,3,5,3
"34",5,4,3,5,1,2,3,4,4
"35",2,1,2,5,1,3,1,1,3
"36",4,2,5,1,1,3,4,3,5
"37",3,4,4,4,1,4,5,2,1
"38",3,5,4,2,2,2,1,5,2
"39",1,5,3,3,5,2,5,4,4
"40",5,5,5,4,5,3,4,4,2
"41",3,2,2,1,5,2,1,4,4
"42",2,5,2,4,2,4,1,4,5
"43",1,5,1,5,4,5,3,3,3
"44",4,4,4,2,4,5,5,5,5
"45",3,4,2,5,5,1,3,5,1
"46",3,3,3,1,3,3,5,2,2
"47",5,3,2,1,3,4,2,5,3
"48",5,1,2,2,4,1,5,3,1
"49",1,1,4,2,3,1,1,4,3
"50",4,1,3,4,5,2,3,1,5
