"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,2,6,3,2,1,6,4
"2",1,4,3,5,6,6,4,1
"3",2,6,6,5,5,4,3,6
"4",6,4,1,3,5,4,1,2
"5",3,1,3,6,4,4,6,2
"6",6,2,5,4,6,5,5,2
"7",4,6,6,4,4,3,5,3
"8",1,1,4,4,4,5,2,5
"9",4,4,2,1,3,1,5,2
"10",2,2,4,1,2,3,1,2
"11",6,3,3,1,1,3,6,5
"12",5,3,2,6,1,4,4,3
"13",5,2,1,1,4,6,3,3
"14",6,5,5,2,4,1,4,5
"15",6,5,3,3,3,5,1,6
"16",3,5,2,1,6,4,4,6
"17",5,5,4,6,5,3,2,1
"18",5,1,6,2,3,4,5,1
"19",3,4,1,4,1,1,2,6
"20",4,1,4,2,2,6,4,6
"21",4,6,5,1,4,5,2,1
"22",5,6,2,4,5,6,6,5
"23",3,3,6,2,6,6,2,3
"24",2,6,3,6,2,2,5,5
"25",2,1,2,3,1,5,3,1
"26",5,4,4,5,6,2,6,4
"27",2,3,5,5,3,5,6,6
"28",1,4,6,4,3,3,1,2
"29",1,3,5,1,3,2,3,5
"30",2,3,1,2,5,2,6,1
"31",2,4,4,1,5,5,5,4
"32",5,6,4,2,1,2,3,3
"33",1,1,5,6,5,1,4,3
"34",1,2,2,3,4,3,5,6
"35",3,6,3,3,6,1,3,2
"36",4,5,1,5,2,5,5,2
"37",1,6,1,2,2,4,2,4
"38",4,1,3,2,6,2,1,4
"39",6,1,1,4,3,2,4,4
"40",3,5,5,4,1,3,4,1
"41",6,4,6,6,2,6,3,4
"42",1,5,4,3,1,6,6,3
"43",4,2,1,6,6,3,3,5
"44",3,3,2,6,3,6,1,4
"45",6,2,3,5,2,1,2,1
"46",2,5,2,5,4,1,1,3
"47",5,3,6,3,5,2,2,6
"48",4,2,5,5,1,4,1,5
