"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",2,1,1,4,1,2,4,2,4,3,1,2,3
"2",1,2,2,3,4,4,1,2,1,3,2,4,4
"3",4,2,1,2,2,3,3,1,2,4,3,1,4
"4",1,2,1,1,2,1,2,4,3,3,3,3,1
"5",1,1,2,2,3,4,3,3,2,1,1,2,1
"6",4,1,3,1,3,2,4,4,1,2,2,4,3
"7",3,3,2,3,4,3,4,4,4,2,4,1,1
"8",1,3,3,4,4,2,4,1,2,4,3,3,2
"9",3,2,4,4,1,4,3,4,3,1,3,3,4
"10",4,3,4,3,3,1,3,2,3,3,1,4,1
"11",1,3,4,1,3,2,2,2,4,1,2,1,4
"12",2,4,3,4,2,3,2,4,2,4,1,1,3
"13",3,1,4,2,4,1,1,3,3,4,4,2,3
"14",2,1,3,3,2,3,1,1,4,1,4,4,2
"15",3,2,3,3,1,1,2,1,1,2,2,1,1
"16",4,3,2,2,1,4,1,3,4,4,2,3,2
"17",2,4,4,1,2,4,4,2,1,3,4,2,2
"18",4,4,1,4,3,2,1,3,1,1,3,2,2
"19",2,4,2,2,1,1,3,3,2,2,4,4,4
"20",3,4,1,1,4,3,2,1,3,2,1,3,3
