"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"1",2,1,1,1,2,3,3,1,3,2,1,2,1,3,2
"2",2,2,2,3,1,1,2,3,3,3,2,1,1,3,1
"3",2,2,3,3,2,2,2,3,3,1,1,3,1,1,3
"4",1,3,1,2,3,1,1,2,2,3,1,2,1,1,2
"5",2,2,1,3,2,3,1,2,3,3,3,1,3,2,3
"6",1,1,3,2,1,1,3,2,2,1,1,1,2,2,3
"7",2,3,3,1,1,3,1,3,2,2,1,2,3,3,2
"8",1,3,1,3,1,2,2,1,2,1,2,3,3,3,2
"9",3,1,2,2,3,1,1,2,3,1,2,3,3,3,2
"10",3,3,3,3,2,1,3,2,1,2,3,2,1,3,2
"11",1,3,2,2,3,3,3,3,3,1,3,2,2,2,1
"12",2,2,1,1,2,1,3,2,1,3,1,3,3,2,1
"13",1,1,2,1,1,2,1,2,1,2,3,3,1,2,3
"14",3,2,2,2,2,3,1,1,1,1,2,1,1,1,1
"15",1,2,3,1,2,1,2,1,2,2,3,1,3,1,1
"16",2,2,3,2,3,3,2,1,1,3,3,3,2,3,3
"17",3,3,1,1,3,2,2,3,1,1,2,1,2,2,3
"18",3,1,3,3,3,2,1,1,2,3,1,2,2,2,1
"19",1,1,2,3,3,2,3,3,1,2,2,1,3,1,2
"20",3,1,1,2,1,3,2,3,2,2,3,3,2,1,1
"21",3,3,2,1,1,2,3,1,3,3,2,2,2,1,3
