"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",2,3,3,2,1,2,3,3,3,2,3,1
"2",1,2,2,3,3,2,3,2,1,3,1,1
"3",2,1,2,3,3,1,2,3,2,1,3,1
"4",2,3,1,2,2,1,2,3,3,3,2,2
"5",1,1,1,3,1,3,2,3,2,2,2,2
"6",2,2,2,1,2,1,1,1,1,3,1,3
"7",1,2,3,1,3,3,2,2,2,3,3,3
"8",2,2,2,1,1,3,2,3,3,1,1,3
"9",3,3,2,1,1,2,2,1,2,2,3,3
"10",3,2,2,3,1,3,1,1,1,1,2,2
"11",3,2,1,3,2,1,3,1,2,3,3,2
"12",3,2,3,1,3,1,3,2,3,2,2,1
"13",3,1,2,1,1,3,1,2,3,3,3,2
"14",1,3,2,3,2,3,3,3,2,2,3,3
"15",2,1,3,2,1,2,3,1,3,3,2,3
"16",3,3,2,1,3,2,3,3,2,3,1,2
"17",1,2,1,1,2,1,2,3,1,1,3,2
"18",2,2,1,2,1,3,3,1,1,1,3,1
"19",1,3,3,1,1,2,2,2,1,1,1,2
"20",3,1,1,3,2,2,3,2,3,1,1,2
"21",3,1,3,2,2,2,3,2,1,1,3,3
"22",2,1,3,1,2,2,1,3,1,3,2,1
"23",2,1,2,2,1,1,3,3,1,2,1,2
"24",2,3,3,3,3,1,1,1,1,2,3,2
"25",1,1,2,2,2,2,1,1,3,1,3,1
"26",2,3,3,3,2,3,2,1,3,3,1,2
"27",3,2,3,3,1,1,2,3,1,3,2,3
"28",3,1,3,2,3,3,2,1,2,2,1,1
"29",2,3,1,3,1,2,1,2,2,1,1,3
"30",1,3,2,2,3,1,3,1,3,1,2,3
"31",2,3,1,1,3,3,3,2,1,2,2,3
"32",3,3,1,2,2,3,1,3,1,2,1,1
"33",1,1,2,1,2,3,3,1,2,2,2,1
"34",1,1,3,3,2,1,1,2,3,2,1,3
"35",3,2,1,2,3,2,1,3,3,2,3,3
"36",1,3,2,2,1,1,1,2,2,3,3,1
"37",3,1,1,1,3,1,1,2,2,1,2,2
"38",1,2,3,2,3,3,1,3,2,1,1,2
"39",1,2,1,1,1,1,2,1,3,2,1,1
"40",1,1,1,2,3,2,2,1,1,3,2,3
"41",2,2,1,3,3,3,1,2,3,3,2,1
"42",3,3,3,3,2,2,2,2,2,1,2,1
