"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",3,3,2,6,6,6,2,4,1,3,2,1
"2",1,2,5,2,5,5,2,2,2,6,3,5
"3",3,5,4,1,1,3,2,5,1,1,4,3
"4",6,2,1,4,3,3,4,1,3,1,4,1
"5",1,3,1,3,5,2,2,5,2,4,6,2
"6",2,3,1,1,3,4,4,1,5,5,1,5
"7",2,3,5,5,5,1,2,1,5,1,5,4
"8",4,5,1,5,4,4,3,2,6,5,6,1
"9",1,2,6,2,1,2,4,4,4,2,4,6
"10",5,6,5,4,6,4,1,4,1,5,6,4
"11",4,6,6,1,6,3,3,1,2,3,4,2
"12",3,1,5,5,1,4,6,2,3,3,6,3
"13",5,4,2,2,1,6,5,3,1,5,3,2
"14",6,5,4,3,1,2,6,1,4,6,5,4
"15",6,5,5,4,5,6,4,5,6,2,4,2
"16",2,6,1,2,2,6,3,4,3,1,6,4
"17",2,2,2,6,4,6,6,3,6,3,4,5
"18",1,5,3,4,4,5,5,1,1,2,2,4
"19",3,3,6,3,1,6,3,6,6,6,2,4
"20",5,5,4,5,2,6,3,1,3,4,1,6
"21",4,1,4,2,3,2,2,1,6,2,2,2
"22",1,1,3,6,5,4,3,5,4,1,1,3
"23",4,3,6,5,4,2,6,2,1,5,1,3
"24",5,4,3,5,1,4,1,6,5,1,3,5
"25",1,1,1,5,2,3,5,6,3,5,2,4
"26",6,6,3,6,5,2,5,3,2,2,5,5
"27",2,6,2,4,4,1,2,6,4,3,3,6
"28",6,2,4,1,2,4,6,5,2,3,2,5
"29",1,4,4,3,6,1,6,3,3,1,3,1
"30",5,6,1,2,3,1,5,5,6,4,3,3
"31",4,3,4,6,3,5,4,6,1,2,6,5
"32",6,2,5,5,4,3,1,6,3,6,3,2
"33",6,1,2,4,1,5,2,4,5,4,5,3
"34",6,4,1,2,5,5,1,2,4,2,2,3
"35",6,2,3,4,6,1,3,3,5,5,2,6
"36",5,6,3,3,3,4,3,6,2,6,1,1
"37",2,2,3,4,2,1,4,4,1,6,5,1
"38",3,4,2,6,2,2,1,1,2,5,4,5
"39",2,6,5,6,1,3,4,3,4,4,2,1
"40",1,4,5,4,3,3,5,4,6,6,6,6
"41",3,5,2,1,5,1,4,2,3,6,2,3
"42",3,2,3,3,6,6,5,1,4,4,6,2
"43",5,1,2,3,4,3,3,2,1,1,5,6
"44",3,4,5,2,5,2,4,5,1,3,1,6
"45",4,4,1,5,6,5,6,5,3,6,4,6
"46",2,1,6,4,3,6,1,3,2,2,3,2
"47",4,1,3,1,4,6,1,5,4,5,5,6
"48",5,3,5,1,4,5,5,4,4,1,1,1
"49",4,2,1,3,1,1,1,3,2,3,1,4
"50",3,1,4,2,5,2,5,6,5,5,4,1
"51",1,4,3,1,2,4,1,2,6,3,5,1
"52",2,5,6,2,4,5,6,6,2,4,5,3
"53",1,6,4,6,3,5,2,3,5,6,4,3
"54",5,1,6,6,6,4,4,2,6,4,3,4
"55",6,3,6,1,3,1,2,3,3,4,6,5
"56",4,6,6,3,2,5,5,2,5,1,3,6
"57",2,5,4,3,6,3,1,4,6,4,1,5
"58",4,3,2,1,6,3,6,6,5,2,6,4
"59",3,5,2,5,2,2,6,4,5,2,1,2
"60",5,4,6,6,2,1,3,5,4,3,5,2
