"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",6,6,3,3,4,6,4,2,4,5,1,6,3,1
"2",5,2,1,5,6,5,1,2,6,4,2,4,4,2
"3",5,6,5,2,4,5,1,4,5,6,5,4,1,5
"4",4,1,4,3,5,6,1,3,2,1,6,5,3,5
"5",6,5,2,6,2,2,4,3,6,6,5,4,2,3
"6",2,5,4,4,2,1,6,6,4,5,2,4,5,2
"7",2,3,6,1,3,3,1,1,4,4,6,4,4,1
"8",2,5,3,2,1,2,3,5,2,1,6,3,2,5
"9",6,6,4,6,3,6,2,6,3,2,6,3,5,4
"10",6,4,2,2,3,1,2,3,5,1,2,2,4,6
"11",3,5,5,3,6,4,2,6,1,5,4,6,6,4
"12",6,1,6,3,3,4,3,5,2,6,1,2,4,2
"13",6,2,2,4,4,2,2,4,1,2,3,5,1,1
"14",3,1,3,6,3,1,1,5,3,5,2,6,2,5
"15",5,3,2,5,4,4,6,6,5,3,6,6,3,2
"16",4,6,1,1,3,3,5,3,3,1,5,6,5,2
"17",1,2,2,1,2,6,3,3,1,4,1,4,5,4
"18",2,5,3,2,5,6,6,3,6,4,6,1,5,3
"19",3,3,5,4,4,6,5,1,6,6,1,3,4,6
"20",5,4,2,1,6,4,1,1,3,2,4,1,2,4
"21",5,1,5,1,1,1,3,2,6,3,3,5,3,4
"22",2,4,1,6,4,5,3,3,2,5,5,2,6,1
"23",3,5,1,6,5,6,4,4,4,1,3,3,1,5
"24",5,5,5,3,2,5,6,2,1,1,4,2,4,1
"25",5,5,3,5,5,3,3,5,6,3,1,5,6,6
"26",4,4,6,6,1,3,3,5,6,4,4,1,1,1
"27",1,2,5,4,1,5,5,4,3,6,6,5,3,2
"28",5,3,5,6,4,1,5,4,1,4,6,1,2,4
"29",3,4,4,2,1,4,1,4,5,2,1,6,6,1
"30",5,1,2,4,1,6,4,5,4,2,4,1,6,4
"31",4,6,2,5,6,2,6,4,2,6,2,2,4,4
"32",2,3,3,6,5,3,4,2,1,1,2,5,5,2
"33",6,3,4,5,1,4,6,3,3,2,1,2,1,5
"34",4,1,2,2,5,4,5,1,1,5,5,3,1,3
"35",4,5,6,5,2,5,2,1,2,3,2,6,2,3
"36",1,4,4,5,6,6,5,5,2,3,3,4,2,1
"37",2,2,4,6,5,3,2,2,4,6,3,1,3,6
"38",1,6,6,1,4,4,5,5,6,2,2,3,3,4
"39",4,3,6,1,6,5,3,4,2,3,2,1,5,6
"40",3,1,1,3,2,2,5,2,5,3,2,1,2,1
"41",2,2,3,4,3,5,4,1,6,1,4,6,1,4
"42",1,5,6,3,5,1,2,3,3,4,1,3,1,2
"43",3,6,4,4,6,1,3,1,5,2,6,2,3,2
"44",1,1,3,3,6,4,4,6,5,4,5,2,2,6
"45",6,2,4,1,5,1,4,5,3,3,5,3,6,1
"46",1,3,1,2,5,2,3,5,5,6,4,6,4,3
"47",6,4,6,4,6,2,5,2,4,4,5,6,5,5
"48",4,2,5,2,6,3,6,6,4,1,1,4,2,3
"49",1,1,5,5,4,2,1,4,5,1,4,2,5,3
"50",6,4,1,2,1,5,5,6,2,4,3,5,3,6
"51",1,6,2,5,1,4,2,2,4,3,5,5,4,6
"52",3,3,3,1,2,6,2,6,4,6,3,2,1,2
"53",3,2,6,5,2,2,4,6,1,2,5,4,4,6
"54",5,4,3,4,1,1,1,1,1,6,4,3,5,3
"55",2,6,1,4,3,3,1,6,1,3,1,1,3,3
"56",1,3,1,3,4,1,6,1,3,2,3,4,6,5
"57",4,2,1,3,2,3,2,4,6,5,6,3,6,5
"58",3,6,5,2,2,3,4,1,3,5,3,1,6,5
"59",2,4,4,1,3,2,6,2,2,5,4,5,1,6
"60",4,1,6,6,3,5,6,3,5,5,3,5,6,3
