"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",4,3,4,3,1,3,2,1,1,3,1,3
"2",4,2,1,4,1,1,2,3,2,2,3,4
"3",2,3,1,4,2,3,1,4,2,4,2,1
"4",3,1,3,3,1,1,2,3,3,4,3,1
"5",4,4,2,1,4,3,4,3,3,2,2,4
"6",2,3,4,4,4,1,3,3,3,4,3,4
"7",1,1,2,2,2,3,2,1,2,1,4,1
"8",1,2,3,4,4,3,1,3,4,2,1,1
"9",3,4,4,4,3,2,2,4,4,3,1,3
"10",1,4,2,3,2,4,2,3,2,4,1,4
"11",4,1,4,3,4,2,4,2,2,3,2,1
"12",1,3,4,2,4,1,1,1,2,4,2,2
"13",1,4,3,3,1,4,4,4,2,2,3,2
"14",4,1,3,1,3,1,3,2,4,1,3,3
"15",3,4,3,4,3,3,3,1,2,1,2,4
"16",2,1,4,1,3,4,4,3,2,4,1,3
"17",3,1,1,3,2,3,4,1,3,3,4,4
"18",1,3,1,1,4,4,3,1,4,2,3,3
"19",2,4,2,2,1,4,1,3,4,1,3,3
"20",3,2,1,1,1,2,1,2,2,1,1,2
"21",2,2,4,4,1,4,3,2,1,2,4,1
"22",1,2,1,1,3,2,3,4,3,4,4,2
"23",4,2,2,2,3,2,1,1,4,4,1,4
"24",3,2,3,2,4,4,1,2,1,3,2,4
"25",3,3,4,1,2,1,1,4,2,2,4,4
"26",2,4,1,3,3,1,2,1,1,2,2,1
"27",4,2,3,3,4,4,3,4,2,4,4,3
"28",2,4,3,1,4,2,2,3,1,1,1,2
"29",4,3,2,1,3,4,1,3,1,3,4,1
"30",2,4,4,2,3,2,4,3,4,3,4,1
"31",4,4,3,4,2,2,1,1,3,2,4,2
"32",1,1,2,4,3,1,1,2,1,3,3,3
"33",2,1,3,2,1,1,3,1,3,2,1,4
"34",4,3,2,2,2,1,4,4,1,3,3,2
"35",2,2,2,4,1,2,4,1,4,4,2,2
"36",2,1,1,2,4,3,2,4,1,2,3,4
"37",1,3,3,1,1,3,2,2,4,3,4,4
"38",3,3,1,2,3,4,4,2,3,1,1,1
"39",3,2,2,3,4,1,2,4,4,1,4,2
"40",3,1,2,4,3,3,3,4,1,1,1,2
"41",3,4,1,2,1,2,3,2,1,4,4,3
"42",1,1,3,2,1,2,1,4,3,3,2,3
"43",4,4,1,3,4,3,2,2,3,4,3,2
"44",2,2,4,3,3,4,1,1,3,1,3,3
"45",2,3,1,3,2,1,4,4,4,2,1,3
"46",3,1,4,1,2,4,2,2,4,2,2,2
"47",3,2,3,1,2,3,4,1,1,4,3,1
"48",1,3,2,4,4,2,4,2,2,1,4,3
"49",1,2,4,3,2,2,4,3,1,1,2,4
"50",1,4,2,1,2,1,3,2,3,3,1,1
"51",4,3,4,2,1,3,3,4,3,1,2,1
"52",4,1,1,4,2,4,3,3,4,3,2,2
