"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",4,4,2,1,4,4,1,4,2,2,2,3,3
"2",3,3,4,3,2,3,1,1,2,1,3,4,4
"3",3,4,1,3,3,1,1,3,3,3,1,1,4
"4",3,1,3,4,3,4,2,2,3,4,1,4,3
"5",2,2,4,2,4,2,2,3,4,1,1,2,4
"6",2,3,1,4,4,4,2,3,1,3,3,4,1
"7",3,2,1,1,4,1,3,2,3,1,4,4,2
"8",3,3,4,2,3,1,4,1,2,3,1,3,1
"9",4,1,2,3,1,2,3,3,1,2,1,4,2
"10",2,4,1,1,1,3,3,2,2,4,2,2,1
"11",2,4,2,3,2,1,3,4,4,4,3,4,2
"12",4,4,3,2,1,3,2,3,3,1,4,1,1
"13",1,4,4,3,3,4,4,2,3,2,4,3,2
"14",4,2,2,2,3,4,3,1,1,4,4,2,4
"15",3,1,3,1,3,3,4,4,4,2,3,2,1
"16",1,1,2,3,4,3,4,3,2,4,3,1,3
"17",1,3,2,1,2,4,2,1,4,2,1,1,2
"18",1,3,4,2,3,2,1,4,1,4,4,2,2
"19",2,4,3,4,4,2,3,1,1,1,2,1,3
"20",1,1,2,4,2,1,1,2,2,1,2,2,1
"21",4,2,3,3,4,2,1,1,4,4,2,3,1
"22",2,1,1,2,1,3,1,1,4,3,4,3,3
"23",4,1,4,1,2,1,2,2,1,3,3,1,3
"24",3,2,4,4,1,4,3,4,3,3,2,1,2
"25",2,2,3,4,1,1,2,4,2,2,4,3,4
"26",1,3,3,1,1,2,4,3,3,3,2,4,4
"27",1,2,1,2,2,3,4,4,1,1,1,3,3
"28",4,3,1,4,2,2,4,2,4,2,3,2,4
