"","V1","V2","V3","V4","V5","V6","V7"
"1",1,4,3,2,4,2,3
"2",1,1,2,2,3,2,1
"3",4,1,1,2,2,1,2
"4",3,3,3,3,2,2,4
"5",3,2,4,4,4,1,1
"6",3,4,1,2,1,4,3
"7",1,3,2,4,4,3,2
"8",1,3,2,1,2,4,4
"9",3,2,3,3,3,3,2
"10",2,2,2,4,1,1,4
"11",3,1,4,1,4,3,3
"12",1,3,4,2,1,1,2
"13",4,2,4,2,1,3,4
"14",3,2,2,1,1,2,1
"15",4,3,3,2,4,4,1
"16",2,2,1,1,4,4,2
"17",4,4,2,1,3,1,3
"18",4,3,1,3,4,2,4
"19",2,1,3,1,3,1,4
"20",2,4,1,3,3,1,2
"21",2,1,3,3,1,4,1
"22",3,3,1,4,2,3,1
"23",2,4,4,4,3,4,4
"24",1,2,1,3,2,3,3
"25",1,1,4,3,2,2,3
"26",2,4,4,1,2,3,1
"27",4,4,3,4,1,2,2
"28",4,1,2,4,3,4,3
