"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",2,4,4,4,1,2,4,3,4,2,4,2,2
"2",4,3,4,2,1,4,3,2,1,2,2,3,1
"3",3,2,3,4,3,2,3,4,1,4,1,2,4
"4",4,2,4,4,2,3,1,3,2,1,4,4,3
"5",3,3,3,1,1,2,2,4,4,3,2,4,4
"6",3,1,4,3,1,2,2,1,2,4,3,1,3
"7",4,4,2,3,2,3,3,2,3,4,4,4,4
"8",1,1,2,1,2,3,3,2,1,1,4,1,4
"9",3,1,1,2,2,1,3,4,2,2,4,4,1
"10",3,4,3,3,2,4,3,1,4,1,1,1,2
"11",4,1,3,1,4,4,4,4,3,2,3,2,3
"12",2,2,1,1,1,4,2,1,3,3,4,2,1
"13",3,1,2,2,4,4,1,2,2,3,1,4,2
"14",3,4,1,1,3,3,1,3,4,2,1,3,3
"15",1,4,3,2,1,1,1,2,3,1,3,3,2
"16",1,2,1,2,3,2,4,1,4,2,3,4,3
"17",4,1,2,4,3,1,2,2,4,1,3,2,1
"18",4,3,1,3,2,3,1,4,1,3,3,1,2
"19",2,3,2,3,4,3,4,4,3,1,1,4,1
"20",4,2,4,1,3,2,1,1,3,4,2,3,1
"21",1,1,3,3,2,2,1,3,1,2,1,2,1
"22",4,4,1,2,4,2,2,1,2,1,2,2,4
"23",2,3,3,4,3,4,1,1,3,2,3,1,4
"24",1,4,4,2,3,4,2,4,1,3,3,3,4
"25",2,4,2,1,3,1,4,3,1,4,3,4,2
"26",2,2,1,3,1,4,4,3,2,1,2,3,4
"27",1,4,1,4,3,2,3,2,2,3,2,1,1
"28",2,3,2,4,1,1,2,1,1,2,1,4,3
"29",2,1,4,3,4,1,3,2,4,3,2,3,4
"30",2,2,4,1,4,1,2,4,2,1,2,1,2
"31",1,3,4,1,2,3,4,2,2,4,1,2,3
"32",4,2,2,2,1,1,4,3,3,3,1,1,3
"33",3,2,3,4,4,3,4,1,1,3,4,3,2
"34",3,3,3,2,4,3,3,3,4,4,4,1,1
"35",1,3,1,3,4,1,1,3,3,4,4,2,3
"36",1,1,2,4,2,4,2,4,4,4,2,3,2
