"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",4,4,2,3,3,4,4,1,2,2,3,1
"2",2,1,1,2,4,2,2,3,1,4,2,4
"3",4,4,3,3,2,1,1,3,4,4,2,3
"4",4,4,4,2,3,4,2,4,1,3,1,2
"5",1,3,3,4,2,4,3,4,1,4,3,3
"6",2,4,3,1,4,3,4,4,2,3,2,3
"7",1,4,3,4,4,3,1,1,3,2,2,4
"8",3,3,1,1,1,3,3,3,4,1,2,1
"9",1,1,4,3,3,2,4,2,3,4,2,1
"10",4,1,1,4,2,4,2,3,2,1,2,3
"11",3,1,4,2,1,3,2,1,4,3,1,3
"12",1,4,1,3,1,1,3,1,2,3,2,2
"13",3,1,3,1,2,1,4,3,1,3,4,1
"14",3,2,4,4,1,1,2,4,3,2,2,1
"15",4,3,3,2,2,2,3,1,3,1,1,1
"16",4,2,2,4,1,3,2,2,3,4,4,1
"17",2,4,2,4,2,2,1,2,1,3,1,1
"18",3,2,3,4,3,1,4,1,2,4,1,4
"19",3,4,2,1,4,2,2,2,2,1,4,4
"20",2,2,1,4,4,4,3,2,4,3,1,2
"21",2,1,1,3,2,2,4,1,4,2,4,3
"22",2,2,3,3,4,4,2,3,1,1,3,1
"23",3,2,4,2,3,4,4,2,4,1,2,4
"24",1,3,2,2,4,1,4,3,4,3,3,2
"25",1,1,2,1,3,3,3,1,1,1,2,2
"26",4,2,1,2,1,2,4,4,2,4,3,2
"27",3,1,2,4,3,2,1,4,4,1,3,2
"28",2,2,3,2,1,1,1,1,1,1,4,3
"29",2,3,4,1,3,2,2,1,4,4,3,1
"30",1,3,1,3,3,1,2,4,3,1,1,3
"31",4,1,2,1,4,1,1,2,3,2,1,2
"32",4,3,4,4,4,1,3,2,1,2,3,3
"33",2,2,2,1,2,4,1,4,3,4,1,3
"34",1,3,3,1,1,4,2,2,4,2,4,2
"35",2,4,2,2,1,1,3,4,3,2,3,4
"36",3,3,4,3,4,2,1,3,2,4,4,2
"37",1,1,4,3,1,4,1,2,2,3,3,4
"38",2,4,4,4,2,3,4,3,3,1,4,2
"39",3,3,2,3,1,3,4,3,1,2,1,4
"40",4,1,3,3,4,3,3,4,4,3,4,4
"41",1,2,4,1,2,2,3,3,2,2,1,4
"42",1,2,1,2,3,3,1,4,2,2,4,1
"43",3,4,1,2,3,4,3,2,3,4,4,3
"44",4,3,1,1,2,3,1,1,1,3,3,4
