"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,3,5,1,2,1,4,5,3,5
"2",3,1,1,1,2,5,1,1,3,3
"3",3,4,1,4,5,4,4,3,1,2
"4",5,1,5,3,1,4,3,3,3,1
"5",5,5,4,3,2,3,5,1,2,4
"6",2,3,5,3,4,5,1,4,1,4
"7",5,1,3,4,3,2,5,5,1,2
"8",2,3,1,5,3,3,1,4,4,1
"9",1,1,2,3,4,1,4,2,3,1
"10",5,2,5,1,3,1,1,3,2,3
"11",2,1,4,4,1,2,2,5,5,3
"12",2,3,1,3,3,2,5,1,2,5
"13",5,3,3,1,5,5,3,2,2,1
"14",2,5,4,5,5,1,5,3,3,3
"15",4,2,3,3,2,1,1,2,5,5
"16",5,3,2,5,4,4,4,1,5,3
"17",1,2,2,2,2,3,2,4,1,1
"18",3,2,2,5,1,1,4,4,2,4
"19",5,2,1,4,5,3,2,4,3,5
"20",4,3,1,2,1,2,5,2,4,2
"21",3,3,3,2,5,1,1,5,3,2
"22",4,5,2,3,1,4,1,5,2,2
"23",3,5,3,4,4,2,2,3,5,4
"24",3,1,4,2,5,2,3,1,4,5
"25",4,1,3,2,2,5,4,3,1,5
"26",1,4,2,2,3,4,1,3,5,5
"27",1,5,5,2,4,3,2,2,4,2
"28",3,2,5,4,3,4,5,2,5,4
"29",5,5,1,4,2,1,3,3,4,2
"30",3,4,4,5,2,2,1,2,1,1
"31",1,2,1,3,5,5,3,5,5,3
"32",4,1,2,1,4,3,5,5,4,4
"33",4,4,2,2,4,1,2,1,1,3
"34",1,4,3,5,2,5,5,4,4,3
"35",2,5,1,1,3,2,3,4,1,4
"36",2,5,2,4,1,5,3,2,3,5
"37",3,5,4,2,3,5,4,5,3,1
"38",1,3,5,4,1,3,3,1,1,3
"39",2,4,3,1,1,3,4,1,5,1
"40",1,1,3,5,5,4,2,2,2,4
"41",5,4,4,1,1,4,2,4,4,4
"42",4,4,5,5,4,3,3,5,2,5
"43",4,2,4,5,3,5,2,1,4,2
"44",2,2,4,1,4,4,5,3,2,2
"45",4,4,5,3,5,2,4,4,5,1
