"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",5,5,4,1,4,3,4,5
"2",5,1,3,4,1,3,5,2
"3",5,3,1,2,2,5,5,4
"4",2,2,5,4,1,2,5,5
"5",3,3,4,5,1,4,2,1
"6",1,5,4,3,3,5,3,5
"7",1,1,2,4,3,5,1,2
"8",2,3,3,5,4,5,2,4
"9",1,1,4,5,2,1,4,4
"10",3,2,1,1,3,1,5,2
"11",3,5,5,2,2,1,2,4
"12",3,1,1,5,4,4,4,5
"13",4,5,2,3,1,1,4,1
"14",2,4,5,4,3,2,1,1
"15",1,4,3,3,1,2,2,2
"16",4,2,4,4,5,1,1,3
"17",3,3,5,3,4,1,5,2
"18",4,4,1,1,5,5,2,2
"19",4,3,4,4,2,4,3,5
"20",4,4,3,5,5,2,5,4
"21",1,2,5,1,4,3,2,3
"22",5,3,4,1,2,2,1,2
"23",5,5,3,2,4,4,1,1
"24",5,1,5,3,5,4,2,4
"25",2,2,1,3,2,4,3,2
"26",3,1,2,2,3,3,3,5
"27",5,2,2,5,4,2,3,1
"28",4,1,1,2,1,2,2,3
"29",4,2,2,3,2,3,1,4
"30",1,3,2,2,5,2,1,5
"31",2,1,3,1,5,1,3,1
"32",1,3,1,4,5,3,4,1
"33",2,4,1,3,4,1,3,4
"34",5,4,2,4,3,1,2,5
"35",3,2,3,1,1,5,1,5
"36",3,5,5,5,5,3,3,2
"37",4,1,5,2,3,5,4,1
"38",1,4,4,2,2,4,5,1
"39",2,5,1,5,2,3,1,3
"40",1,5,3,1,3,2,4,3
"41",5,4,5,5,1,5,3,3
"42",4,3,3,3,3,3,4,3
"43",3,5,2,4,4,5,5,3
"44",2,2,4,2,5,4,5,3
"45",2,4,2,1,1,4,4,4
