"","V1","V2","V3","V4","V5","V6","V7"
"1",4,4,4,2,1,5,5
"2",4,4,3,1,3,5,3
"3",5,2,1,3,1,2,3
"4",4,1,2,1,3,1,3
"5",5,2,4,1,4,4,4
"6",1,4,2,3,5,5,5
"7",2,4,3,1,1,1,4
"8",3,1,1,4,5,5,3
"9",1,2,1,2,3,2,4
"10",1,1,3,5,4,2,1
"11",1,5,4,4,2,2,5
"12",5,1,4,3,3,5,1
"13",4,2,1,4,4,3,1
"14",2,3,1,1,2,5,1
"15",3,4,1,3,2,1,2
"16",4,3,4,5,1,2,2
"17",5,5,1,3,3,4,5
"18",2,5,4,3,5,3,1
"19",3,2,5,2,1,1,1
"20",2,3,3,3,2,4,3
"21",3,5,1,1,4,2,4
"22",3,3,5,2,3,2,5
"23",4,5,3,5,5,3,4
"24",2,3,2,5,4,1,5
"25",3,3,4,4,5,4,4
"26",3,2,3,2,5,4,2
"27",2,5,2,4,3,1,2
"28",2,2,5,5,2,5,4
"29",1,3,4,1,5,1,2
"30",4,5,3,4,1,4,1
"31",1,1,2,2,1,4,2
"32",1,5,5,2,4,5,3
"33",3,4,5,5,3,4,1
"34",4,1,5,3,5,2,5
"35",1,2,5,4,3,3,2
"36",3,2,2,4,1,4,5
"37",5,4,5,4,4,1,3
"38",5,1,3,5,2,1,4
"39",2,1,3,1,4,3,5
"40",5,4,2,2,5,2,1
"41",5,5,5,1,2,3,2
"42",4,3,2,2,2,3,4
"43",5,3,2,5,4,5,2
"44",2,1,4,3,2,3,3
"45",1,4,1,5,1,3,3
