"","V1","V2","V3","V4","V5","V6","V7"
"1",1,1,2,1,2,3,4
"2",4,1,4,4,4,3,2
"3",4,2,3,1,1,3,2
"4",4,1,1,2,1,1,3
"5",2,1,1,1,3,4,1
"6",2,2,4,2,1,3,4
"7",3,4,3,4,2,1,3
"8",4,4,2,4,3,2,2
"9",3,1,4,1,2,1,1
"10",2,1,2,2,4,1,2
"11",3,3,1,2,4,1,2
"12",1,1,4,3,3,1,3
"13",1,3,1,1,2,1,4
"14",4,4,4,2,2,2,4
"15",3,1,2,3,2,2,4
"16",2,3,4,3,4,2,4
"17",2,2,2,2,3,1,4
"18",4,4,2,1,4,3,3
"19",1,4,2,2,1,4,3
"20",1,2,1,4,3,2,1
"21",1,4,3,2,4,2,1
"22",4,2,3,3,4,1,1
"23",1,1,3,3,2,3,2
"24",4,2,2,4,2,1,4
"25",1,3,4,1,4,4,2
"26",2,2,4,4,2,4,3
"27",1,4,3,4,3,3,4
"28",4,3,2,1,3,2,1
"29",3,3,3,1,1,4,3
"30",4,1,3,2,3,4,4
"31",2,1,1,4,4,2,3
"32",2,4,1,1,1,2,2
"33",3,3,3,4,3,4,3
"34",1,2,2,3,4,4,3
"35",4,3,1,2,2,3,1
"36",2,3,1,4,1,3,4
"37",1,4,1,3,2,3,2
"38",3,1,2,4,1,4,1
"39",3,4,4,3,3,4,1
"40",2,4,4,1,3,1,3
"41",3,4,1,3,4,4,4
"42",2,3,2,4,4,3,1
"43",3,4,2,3,1,1,1
"44",4,3,4,3,1,2,3
"45",3,2,4,2,3,3,2
"46",3,2,3,1,4,2,4
"47",1,2,4,2,1,2,1
"48",1,3,3,4,1,1,2
"49",3,2,1,1,3,3,3
"50",4,2,1,3,2,4,2
"51",2,3,3,2,2,4,1
"52",2,1,3,3,1,2,2
