"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",2,2,2,3,2,2,2,2,1,2
"2",2,3,3,1,1,1,2,1,2,2
"3",1,2,1,2,2,3,1,1,3,3
"4",1,2,3,3,3,3,2,1,2,1
"5",3,1,3,2,1,3,2,2,3,1
"6",3,2,3,2,2,1,3,3,1,1
"7",1,1,2,1,3,3,3,3,2,2
"8",1,2,3,3,1,2,1,3,2,3
"9",1,1,3,3,2,1,3,2,3,2
"10",2,1,2,3,2,3,1,3,1,1
"11",1,3,2,2,3,1,2,2,1,3
"12",3,3,2,3,1,3,3,2,2,3
"13",3,3,2,3,2,1,1,1,3,1
"14",1,1,2,2,1,1,1,1,1,2
"15",3,2,2,1,3,2,3,1,3,2
"16",3,1,1,1,2,1,2,3,2,3
"17",2,1,3,1,3,2,1,2,3,3
"18",2,3,1,3,3,3,2,3,3,2
"19",1,3,1,2,2,2,3,2,1,1
"20",2,2,1,2,1,1,3,3,3,3
"21",1,3,2,1,1,2,2,3,3,1
"22",2,1,1,2,1,2,3,1,2,1
"23",3,1,1,3,3,2,2,1,1,3
"24",3,3,3,2,3,2,1,3,2,2
"25",3,2,1,1,1,3,1,2,1,2
"26",2,2,1,1,3,1,1,2,2,1
"27",2,3,3,1,2,3,3,1,1,3
