"","V1","V2","V3","V4","V5","V6","V7"
"1",3,4,1,2,4,5,1
"2",2,1,2,3,4,2,2
"3",4,3,5,3,3,5,1
"4",5,4,4,4,2,2,2
"5",2,2,1,5,3,1,1
"6",4,1,1,2,1,3,2
"7",2,4,2,2,5,1,4
"8",1,3,2,3,1,5,2
"9",4,4,3,1,1,5,4
"10",2,1,3,1,3,4,3
"11",4,1,5,2,5,2,3
"12",2,3,4,1,2,2,5
"13",5,3,5,5,1,4,3
"14",1,3,1,4,5,2,3
"15",5,2,1,1,4,3,5
"16",4,4,2,4,5,4,2
"17",5,2,5,3,3,1,4
"18",1,4,4,5,4,2,3
"19",3,1,3,3,5,5,5
"20",4,5,1,3,2,1,3
"21",2,4,5,2,1,3,2
"22",1,2,4,1,5,4,1
"23",1,5,2,1,3,3,3
"24",5,1,2,5,3,5,4
"25",5,5,4,2,3,4,5
"26",3,5,2,5,1,2,5
"27",4,3,3,4,4,1,5
"28",1,1,5,4,2,3,5
"29",2,5,5,4,4,5,4
"30",3,2,4,2,2,5,3
"31",3,5,5,1,4,1,2
"32",2,5,3,5,2,4,1
"33",5,3,2,1,2,2,1
"34",5,5,3,3,5,3,1
"35",1,4,1,3,3,4,5
"36",3,2,1,4,2,4,4
"37",3,3,4,5,5,3,4
"38",1,2,3,2,1,1,4
"39",3,1,4,4,1,1,1
"40",4,2,3,5,4,3,2
