"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",4,5,2,5,2,2,4,5
"2",1,2,3,1,1,4,4,4
"3",2,4,4,4,1,5,5,2
"4",1,1,1,3,3,2,3,3
"5",2,2,5,5,2,1,3,1
"6",3,1,3,4,4,5,2,1
"7",4,5,2,3,5,1,2,1
"8",4,3,1,3,1,3,3,4
"9",4,4,4,2,2,4,1,1
"10",4,2,1,1,4,5,4,2
"11",1,2,4,3,2,5,2,5
"12",5,4,2,2,3,4,5,4
"13",1,5,1,3,2,4,4,1
"14",2,1,2,2,1,2,1,2
"15",1,3,3,5,5,3,1,2
"16",3,3,2,1,2,2,5,1
"17",4,3,3,2,3,1,3,5
"18",5,2,2,4,2,4,1,3
"19",2,5,3,2,4,1,5,3
"20",4,1,4,5,3,4,5,3
"21",5,1,4,1,5,2,2,4
"22",2,5,4,5,3,3,2,4
"23",1,4,2,2,5,5,3,3
"24",4,2,5,3,4,2,1,3
"25",1,4,5,4,4,2,4,4
"26",5,4,1,4,3,2,2,2
"27",5,3,3,5,4,3,5,1
"28",2,2,4,2,5,3,4,1
"29",3,1,5,2,2,3,5,5
"30",2,4,1,1,4,3,1,5
"31",3,4,4,4,1,1,1,5
"32",3,5,5,4,5,4,3,2
"33",3,2,1,4,5,1,5,4
"34",1,3,5,1,3,1,2,2
"35",2,1,2,5,4,4,3,5
"36",5,1,3,3,1,1,4,2
"37",3,5,3,1,3,5,1,4
"38",3,3,1,5,1,5,2,3
"39",5,3,5,3,5,5,4,5
"40",5,5,5,1,1,3,3,3
