"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",5,2,3,3,5,5,1,3,5
"2",3,2,5,4,5,1,3,4,4
"3",4,4,2,5,5,2,5,3,2
"4",2,2,3,4,2,1,5,2,1
"5",5,4,4,4,3,4,5,5,4
"6",2,4,1,4,4,3,1,1,4
"7",3,1,1,2,4,5,5,4,3
"8",4,3,5,5,3,5,1,2,1
"9",4,2,4,2,1,3,4,5,2
"10",1,1,4,5,4,3,4,2,5
"11",2,1,3,1,3,2,1,5,4
"12",2,3,5,1,2,4,5,3,5
"13",3,5,2,3,1,5,4,1,4
"14",1,4,4,2,1,1,1,3,3
"15",5,1,1,4,1,4,3,3,2
"16",4,1,5,3,2,2,2,1,3
"17",2,5,5,3,4,2,4,4,1
"18",5,4,2,1,2,3,2,4,1
"19",1,2,2,2,3,4,3,1,1
"20",1,3,1,3,5,3,2,5,2
"21",4,5,1,2,3,1,3,2,5
"22",3,5,4,1,5,4,2,2,2
"23",3,3,2,5,1,2,2,4,5
"24",5,3,3,1,4,1,4,1,3
"25",1,5,3,5,2,5,3,5,3
