"","V1","V2","V3","V4","V5"
"1",1,2,3,1,2
"2",2,2,3,2,3
"3",1,3,1,3,1
"4",3,1,2,2,2
"5",1,1,2,1,3
"6",1,1,1,3,2
"7",1,3,3,2,1
"8",2,1,3,3,1
"9",2,1,2,1,2
"10",2,1,2,2,1
"11",2,3,3,3,2
"12",3,1,3,2,2
"13",3,2,2,2,1
"14",1,2,1,2,3
"15",3,2,1,1,2
"16",3,3,2,2,1
"17",2,3,3,1,1
"18",1,1,1,2,1
"19",3,3,1,2,3
"20",1,3,2,2,2
"21",1,2,2,1,1
"22",2,2,1,3,1
"23",2,2,1,1,1
"24",2,1,1,2,3
"25",2,3,2,1,3
"26",3,1,3,1,3
"27",1,3,2,3,3
"28",3,1,1,1,1
"29",2,2,3,2,3
"30",3,2,1,3,2
"31",1,3,1,1,3
"32",2,3,1,2,2
"33",2,1,2,3,2
"34",3,2,2,1,3
"35",1,1,3,3,3
"36",1,1,3,1,1
"37",2,2,2,3,3
"38",3,1,1,3,3
"39",3,3,2,3,1
"40",2,3,1,1,2
"41",3,3,3,3,3
"42",1,2,2,3,2
"43",3,3,3,1,2
"44",3,2,3,3,1
"45",1,2,3,2,2
