"","V1","V2","V3","V4","V5"
"1",4,3,1,1,2
"2",4,1,3,3,1
"3",3,4,3,2,3
"4",4,2,2,1,1
"5",1,4,3,3,4
"6",3,1,3,1,2
"7",1,1,4,2,2
"8",2,4,1,3,1
"9",4,3,2,3,3
"10",3,2,4,1,1
"11",4,3,4,1,4
"12",2,4,3,4,2
"13",1,2,3,2,4
"14",1,1,3,1,3
"15",3,4,1,3,2
"16",1,4,2,2,1
"17",2,3,4,2,2
"18",1,2,2,4,2
"19",4,4,3,2,1
"20",3,3,3,3,4
"21",1,3,1,2,3
"22",1,3,2,4,2
"23",4,2,1,2,4
"24",4,4,4,3,2
"25",2,1,2,3,3
"26",2,1,1,2,1
"27",3,3,2,4,1
"28",2,4,4,1,2
"29",2,2,1,4,3
"30",4,3,2,2,3
"31",4,1,1,4,2
"32",3,2,3,3,4
"33",1,1,1,3,4
"34",2,2,2,1,3
"35",2,3,1,4,4
"36",2,1,3,4,1
"37",1,4,4,4,3
"38",2,4,2,1,4
"39",3,1,2,1,4
"40",2,3,4,2,4
"41",3,2,1,3,1
"42",1,2,4,3,1
"43",3,3,4,4,1
"44",1,3,3,1,1
"45",2,2,4,3,3
"46",4,2,3,4,3
"47",3,1,2,2,2
"48",3,4,1,1,3
"49",1,2,1,1,2
"50",4,4,2,4,4
"51",4,1,4,2,3
"52",3,1,4,4,4
