"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",1,1,2,3,2,1,1,1,2,2
"2",4,4,2,3,4,2,2,3,4,3
"3",2,4,1,3,2,1,3,3,1,4
"4",3,1,2,1,3,2,1,2,1,4
"5",1,3,1,1,2,2,2,2,4,1
"6",1,3,4,2,3,2,2,1,1,4
"7",2,4,3,1,2,2,1,4,2,1
"8",1,4,3,3,2,4,4,2,4,3
"9",1,2,3,4,1,2,3,1,3,2
"10",4,4,3,2,3,4,2,4,3,4
"11",3,3,4,3,1,3,4,3,4,1
"12",4,1,2,2,1,3,3,2,1,1
"13",1,2,4,2,1,1,1,3,3,3
"14",3,3,3,2,2,1,4,4,3,1
"15",1,1,4,3,3,3,3,4,4,2
"16",2,3,4,1,4,3,3,3,4,4
"17",4,2,4,1,2,1,2,4,1,2
"18",3,3,4,4,4,4,3,4,2,3
"19",3,4,1,2,1,2,3,1,4,2
"20",3,2,1,3,2,3,1,4,1,3
"21",1,1,1,2,3,3,2,3,2,4
"22",4,1,3,2,2,4,1,2,4,3
"23",2,2,3,2,2,4,4,4,2,4
"24",2,1,1,3,1,4,2,4,3,1
"25",4,2,1,4,3,4,4,2,2,2
"26",3,2,2,1,3,4,1,3,4,1
"27",4,2,3,3,3,1,3,1,4,4
"28",1,3,2,4,3,2,4,4,1,2
"29",4,4,4,2,3,2,4,2,1,2
"30",2,3,1,4,3,3,1,1,4,3
"31",2,1,2,2,4,1,4,2,4,2
"32",3,3,2,4,1,1,2,4,4,4
"33",4,2,1,1,4,2,3,4,3,3
"34",1,2,2,4,4,4,2,2,3,4
"35",3,2,4,3,4,2,1,1,3,1
"36",4,3,2,1,1,3,4,1,3,4
"37",3,3,3,4,1,4,1,2,1,2
"38",3,1,3,3,4,3,4,1,1,3
"39",4,4,2,4,2,3,2,1,2,1
"40",2,1,4,1,2,4,2,1,3,2
"41",4,1,4,4,1,2,3,3,2,3
"42",2,3,1,2,4,4,3,1,1,1
"43",3,1,1,4,2,2,4,3,3,4
"44",1,4,2,1,1,4,3,3,1,3
"45",2,1,3,4,4,1,2,3,1,1
"46",1,2,3,1,3,3,4,3,2,1
"47",3,4,3,1,4,1,2,1,2,3
"48",2,4,4,4,3,1,3,2,3,1
"49",1,4,2,2,4,3,1,4,3,2
"50",4,3,1,3,4,1,1,3,2,2
"51",2,2,1,1,1,1,4,2,2,3
"52",2,4,4,3,1,3,1,2,2,4
