"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",4,4,2,1,2,5,5,4
"2",1,1,5,3,3,2,5,4
"3",1,3,2,5,1,3,1,4
"4",2,5,1,5,3,4,4,1
"5",5,2,3,1,5,4,2,3
"6",3,4,5,5,3,2,3,5
"7",2,1,3,5,4,2,1,2
"8",4,5,1,4,5,2,2,4
"9",2,4,4,2,5,3,1,5
"10",1,2,2,3,5,1,3,1
"11",5,1,2,4,2,3,4,2
"12",4,2,4,5,1,5,3,1
"13",5,5,5,2,1,4,3,4
"14",1,5,4,4,2,1,2,3
"15",3,2,2,5,5,4,5,3
"16",2,2,3,1,1,2,4,5
"17",3,1,4,1,4,3,4,1
"18",4,1,2,2,3,1,3,5
"19",2,3,5,4,5,5,4,3
"20",5,3,1,2,1,2,2,1
"21",2,1,1,3,1,5,3,3
"22",3,1,4,4,2,4,2,5
"23",1,3,3,2,2,4,5,1
"24",3,2,1,2,4,5,1,4
"25",1,5,3,3,4,5,4,5
"26",5,3,4,5,4,1,4,4
"27",1,3,5,1,3,4,2,2
"28",4,2,5,3,2,1,1,3
"29",4,4,5,3,4,3,2,1
"30",4,5,4,2,5,2,5,2
"31",3,5,2,1,2,3,1,2
"32",5,4,3,4,3,5,1,2
"33",2,4,1,1,4,1,3,3
"34",3,4,3,4,1,1,5,2
"35",5,3,1,3,3,3,5,5
