"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",2,2,3,1,1,3,2,3,2,3,2,2,3,1
"2",3,3,3,2,2,1,3,1,2,2,1,3,2,1
"3",3,3,3,1,3,2,2,2,2,1,3,2,1,3
"4",1,3,2,2,3,1,2,3,1,3,3,3,2,2
"5",3,2,2,3,3,1,1,2,3,3,3,2,3,1
"6",3,2,2,3,2,3,1,3,2,1,2,3,2,3
"7",1,2,2,1,3,2,3,1,1,2,1,2,3,3
"8",2,3,1,3,3,3,2,1,1,1,2,1,2,1
"9",2,3,3,3,2,2,3,3,3,3,2,1,3,2
"10",1,1,1,2,2,2,3,3,2,1,3,2,2,1
"11",3,1,2,3,1,3,3,3,1,2,1,2,1,2
"12",2,3,1,2,1,2,1,2,1,1,1,3,3,2
"13",1,3,2,1,2,3,1,2,2,3,1,1,1,1
"14",1,2,3,2,1,3,3,2,3,1,3,1,2,3
"15",1,3,1,1,1,1,1,3,3,2,2,2,2,3
"16",2,1,2,1,3,1,3,2,3,1,2,3,1,2
"17",1,1,3,3,1,2,1,2,1,2,2,3,1,1
"18",2,2,3,1,2,1,1,1,1,2,3,1,1,2
"19",3,1,1,1,2,3,2,1,3,2,3,3,3,2
"20",3,1,1,2,2,1,2,2,1,3,2,1,3,3
"21",1,1,2,3,1,1,2,1,2,1,1,1,3,2
"22",2,2,1,3,1,2,3,1,2,3,3,3,1,3
"23",3,2,1,2,3,2,2,3,3,2,1,1,1,1
"24",2,1,3,2,3,3,1,1,3,3,1,2,2,3
