"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",3,1,2,2,2,3,3,3,1,3
"2",1,2,1,3,1,3,3,1,2,1
"3",2,1,2,1,3,3,1,2,2,1
"4",2,1,3,2,1,1,3,1,3,1
"5",3,3,2,1,1,3,2,1,1,2
"6",1,1,2,3,2,1,1,1,2,3
"7",3,2,3,1,2,3,3,2,3,3
"8",3,1,1,2,3,1,2,3,3,1
"9",2,3,2,3,1,2,3,3,3,3
"10",3,1,1,3,3,2,2,1,3,3
"11",2,2,1,2,2,3,1,1,3,2
"12",3,3,1,3,2,2,1,2,1,1
"13",2,2,3,1,3,2,1,3,1,3
"14",1,3,1,2,3,3,2,2,1,3
"15",2,3,1,1,1,1,2,2,2,3
"16",3,2,3,2,1,1,1,3,2,2
"17",1,3,2,1,3,1,1,3,3,2
"18",2,3,3,3,2,3,2,3,2,1
"19",1,1,1,1,2,2,3,3,2,2
"20",1,1,3,3,1,2,1,2,1,2
"21",2,2,2,3,3,1,3,2,1,2
"22",3,3,3,2,3,2,3,1,2,2
"23",1,2,2,2,1,2,2,2,3,1
"24",1,2,3,1,2,1,2,1,1,1
