"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",2,1,1,3,2,1,1,2
"2",3,1,2,2,2,3,2,3
"3",2,1,3,2,3,1,1,2
"4",3,2,3,3,2,2,3,2
"5",2,2,2,1,2,3,1,1
"6",2,3,2,3,1,2,2,1
"7",2,2,1,3,1,3,3,3
"8",3,2,1,2,3,2,1,1
"9",1,3,3,3,1,3,1,2
"10",2,2,1,1,3,1,2,3
"11",1,3,2,1,2,2,1,3
"12",1,2,3,1,1,1,2,3
"13",3,3,2,1,3,3,3,2
"14",3,3,1,2,1,1,1,3
"15",3,1,1,1,1,2,2,2
"16",2,3,3,2,3,2,3,3
"17",3,3,3,1,2,1,2,1
"18",1,3,1,2,2,3,2,2
"19",1,1,2,3,3,2,1,3
"20",1,2,3,3,3,3,2,1
"21",3,1,2,3,3,1,3,1
"22",1,2,2,2,1,1,3,2
"23",1,1,1,1,2,2,3,1
"24",2,1,3,2,1,3,3,1
