"","V1","V2","V3","V4","V5","V6","V7"
"1",3,2,2,1,1,3,2
"2",2,2,3,3,1,1,1
"3",2,1,1,2,2,2,2
"4",3,3,2,2,1,1,3
"5",3,1,2,1,3,2,1
"6",3,2,1,2,2,1,1
"7",1,3,1,3,3,2,1
"8",1,1,1,3,3,3,2
"9",2,1,2,3,2,1,3
"10",2,3,2,1,3,2,3
"11",2,3,2,3,2,3,1
"12",1,3,3,2,1,3,2
"13",1,2,2,2,3,1,2
"14",3,3,1,2,3,3,3
"15",2,3,1,1,1,1,2
"16",3,1,3,3,3,1,2
"17",3,3,3,1,2,2,2
"18",2,2,3,2,3,3,1
"19",1,1,3,1,2,1,1
"20",3,2,1,3,1,2,3
"21",1,2,1,1,2,3,3
"22",2,1,3,1,1,3,3
"23",1,1,2,2,1,2,1
"24",1,2,3,3,2,2,3
