"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",1,3,2,2,1,3,3,2,2,3,2,2,1,1,1,3,1,3
"2",2,2,2,3,2,3,2,1,1,2,3,3,3,1,1,1,3,3
"3",2,1,2,2,3,3,3,2,3,1,3,2,3,3,3,3,3,2
"4",2,2,1,1,2,3,1,1,3,3,2,3,1,3,3,2,1,2
"5",3,2,3,3,1,3,2,3,2,1,1,3,1,2,2,3,2,2
"6",1,3,2,3,1,2,1,2,3,1,2,3,2,3,1,1,2,1
"7",1,2,2,1,2,2,3,3,1,2,1,1,1,3,1,1,3,2
"8",3,2,3,2,2,1,1,3,3,3,2,1,2,1,1,3,3,2
"9",1,1,1,2,1,1,3,1,3,2,1,3,3,1,2,2,2,2
"10",3,3,1,1,3,1,3,2,2,3,3,3,2,3,2,1,2,3
"11",1,2,1,3,2,2,1,3,1,3,3,2,2,2,3,3,2,3
"12",2,3,1,2,1,1,2,2,1,1,3,1,1,2,3,2,3,1
"13",2,1,3,1,1,2,2,2,2,3,1,2,2,1,3,1,3,3
"14",3,1,2,1,2,2,3,3,1,1,3,3,2,1,2,2,1,1
"15",3,1,1,2,3,3,1,1,1,1,1,1,2,2,1,2,2,3
"16",1,1,3,1,2,1,2,1,2,2,3,2,1,3,1,3,2,1
"17",3,3,1,3,3,2,2,1,3,2,1,2,2,1,2,3,3,1
"18",2,2,3,3,3,1,3,2,1,3,1,2,3,2,1,2,1,1
"19",1,2,3,2,3,2,1,1,2,1,3,1,1,1,2,1,1,2
"20",3,1,2,3,3,1,2,3,3,2,2,2,1,2,3,1,1,3
"21",2,1,1,2,1,3,2,3,2,3,2,1,3,3,2,1,1,1
"22",2,3,2,1,2,1,1,2,3,1,1,1,3,2,2,3,1,3
"23",3,3,3,3,1,2,3,1,1,2,2,1,3,3,3,2,2,2
"24",1,3,3,1,3,3,1,3,2,2,2,3,3,2,3,2,3,1
