"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17"
"1",2,1,3,1,3,1,1,2,2,1,1,2,1,1,2,1,2
"2",3,2,3,3,3,3,2,1,2,1,3,2,1,2,3,3,3
"3",2,3,2,3,2,3,1,3,1,3,1,2,2,1,2,3,3
"4",1,3,3,1,2,3,3,2,2,3,2,1,1,2,1,1,3
"5",3,2,1,1,2,1,3,3,1,1,2,2,3,1,3,2,3
"6",3,3,3,2,2,1,3,1,3,2,2,3,2,1,2,3,1
"7",2,2,1,1,2,3,1,1,2,2,3,3,3,1,1,2,1
"8",2,1,1,2,2,3,2,3,3,1,1,2,2,3,1,1,1
"9",3,2,2,1,3,3,3,1,3,3,1,1,3,3,2,2,2
"10",2,2,2,2,3,1,1,3,3,3,3,3,2,2,3,1,3
"11",1,2,2,2,3,1,1,1,1,1,2,1,2,3,1,3,2
"12",3,1,1,3,2,1,1,2,2,3,3,1,1,3,2,2,1
"13",2,1,3,2,1,1,3,2,1,3,3,2,3,2,1,3,2
"14",2,3,2,3,1,2,3,3,3,1,3,1,1,1,1,2,2
"15",2,3,1,3,1,2,3,1,2,3,2,3,2,3,3,1,2
"16",1,3,1,1,1,3,1,2,3,2,2,2,1,2,3,3,2
"17",1,1,2,3,3,2,2,2,3,3,2,1,3,1,3,3,1
"18",3,2,3,2,1,2,1,3,2,2,1,1,3,2,3,1,1
"19",3,3,1,3,3,2,2,2,1,2,1,3,3,2,1,1,2
"20",1,1,1,2,1,3,2,1,1,2,3,1,2,1,2,1,3
"21",3,1,2,1,1,2,2,3,2,2,2,3,1,3,1,3,3
"22",1,1,2,2,2,2,3,1,1,1,1,3,1,2,3,2,1
"23",1,3,3,1,3,2,2,3,1,2,3,2,2,3,2,2,1
"24",1,2,3,3,1,1,2,2,3,1,1,3,3,3,2,2,3
