"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",2,2,1,1,2,1,1,3,2,1,2
"2",1,3,3,1,1,2,2,1,3,2,2
"3",1,3,1,3,2,2,3,2,3,1,3
"4",2,1,1,2,1,2,3,2,1,1,1
"5",1,1,1,2,3,2,1,1,2,3,2
"6",3,1,3,3,2,2,1,2,2,2,1
"7",3,1,2,1,1,2,2,3,3,3,1
"8",2,2,3,3,3,3,3,3,3,3,2
"9",3,3,3,2,2,3,2,3,1,3,2
"10",1,1,2,1,2,3,3,2,1,2,2
"11",2,1,3,1,2,3,1,1,3,1,3
"12",1,2,1,3,2,1,2,3,1,2,1
"13",1,1,3,2,1,1,3,3,2,2,3
"14",3,1,2,3,3,1,2,2,3,1,2
"15",3,2,3,2,3,2,3,1,1,1,3
"16",2,2,2,3,1,3,2,1,2,3,3
"17",3,2,1,2,1,3,1,2,3,2,3
"18",3,3,2,3,1,1,1,1,1,1,2
"19",3,2,1,1,3,3,3,1,2,2,1
"20",2,3,2,3,3,2,1,3,1,2,3
"21",1,3,2,2,3,3,2,3,2,1,1
"22",2,3,2,2,2,1,3,1,3,3,1
"23",2,3,1,1,3,1,2,2,2,3,3
"24",1,2,3,1,1,1,1,2,1,3,1
