"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12"
"1",1,1,2,2,1,3,2,3,3,1,2,3
"2",3,3,3,3,2,3,2,2,1,3,3,3
"3",1,3,3,2,3,1,2,1,3,2,3,1
"4",1,2,3,2,3,2,1,3,1,3,2,3
"5",1,3,1,1,3,3,2,2,2,2,2,1
"6",1,2,1,1,2,1,2,3,3,3,1,2
"7",3,1,2,1,3,2,3,3,3,2,3,2
"8",3,2,1,2,1,3,3,3,2,2,1,3
"9",2,1,1,3,2,2,1,2,3,2,1,3
"10",3,3,1,1,1,2,3,2,1,1,2,2
"11",1,2,2,3,1,3,1,1,1,2,3,2
"12",2,1,1,2,3,3,3,1,1,3,2,2
"13",3,1,1,2,2,2,1,3,2,3,3,1
"14",3,2,2,3,1,2,2,1,3,3,2,1
"15",2,3,2,1,1,1,1,2,2,3,3,3
"16",3,2,2,2,3,1,1,2,1,1,1,1
"17",2,2,3,1,2,3,3,2,3,1,3,1
"18",1,3,2,2,2,2,3,1,2,1,1,3
"19",1,1,3,3,1,1,3,2,2,3,1,2
"20",2,1,3,1,1,2,2,1,1,2,1,1
"21",2,2,1,3,3,1,2,1,2,1,3,3
"22",3,1,3,1,2,1,1,1,2,1,2,2
"23",2,3,3,3,3,3,1,3,3,1,1,2
"24",2,3,2,3,2,1,3,3,1,2,2,1
