"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16"
"1",2,3,2,1,2,3,1,3,3,3,3,3,2,3,3,2
"2",3,1,3,2,1,3,3,3,2,1,3,2,1,3,2,2
"3",2,2,3,3,2,3,3,3,3,2,2,1,2,1,1,3
"4",3,3,2,3,3,2,3,1,1,2,3,1,2,2,3,2
"5",3,3,2,2,3,1,2,3,3,3,1,2,1,2,1,3
"6",2,2,3,3,3,1,2,2,1,1,3,3,3,3,1,2
"7",3,1,1,2,2,1,2,3,2,2,3,3,2,1,2,1
"8",1,2,1,3,3,3,1,2,1,3,3,2,1,2,2,3
"9",1,1,1,2,3,2,2,1,3,1,2,3,2,3,3,3
"10",3,1,3,1,2,2,2,2,1,3,1,1,3,3,2,3
"11",1,1,2,3,2,2,3,1,2,3,1,3,3,2,1,2
"12",1,2,2,2,1,1,3,2,3,3,3,1,3,3,2,1
"13",1,3,1,2,1,3,2,3,1,2,1,2,3,1,3,2
"14",1,3,3,1,3,2,3,2,2,2,1,3,1,1,2,1
"15",2,1,3,3,1,1,1,2,3,2,1,2,2,2,3,1
"16",2,3,1,3,2,3,2,1,2,1,1,1,1,3,2,1
"17",2,1,1,1,1,2,2,1,3,2,3,1,1,1,1,2
"18",3,2,1,1,3,1,1,3,2,1,2,1,3,2,3,2
"19",3,3,2,3,1,2,1,2,3,1,2,3,3,1,2,3
"20",3,2,1,1,1,3,3,2,1,3,2,3,2,2,1,1
"21",2,2,3,2,3,3,1,1,2,3,2,2,3,1,3,1
"22",2,2,2,1,2,1,3,1,1,1,1,2,1,1,3,3
"23",1,1,2,2,2,2,1,3,1,1,2,1,1,2,1,1
"24",1,3,3,1,1,1,1,1,2,2,2,2,2,3,1,3
