"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",3,2,3,1,2,3,2,1,3
"2",2,2,1,3,1,2,2,1,1
"3",2,2,3,2,2,1,3,1,2
"4",3,3,1,1,3,2,1,1,2
"5",1,1,2,2,3,2,2,1,3
"6",3,1,2,1,2,2,2,3,1
"7",2,2,1,1,1,3,3,3,3
"8",1,3,2,1,1,3,3,1,2
"9",2,1,3,1,1,2,1,2,2
"10",1,1,1,2,2,3,1,2,1
"11",2,3,2,3,2,1,1,1,3
"12",2,3,3,2,3,3,2,2,1
"13",1,3,1,1,2,1,2,2,3
"14",3,1,3,3,3,1,1,1,1
"15",3,2,1,3,3,2,3,2,2
"16",2,2,2,3,3,3,1,3,2
"17",1,1,3,3,1,1,2,3,2
"18",2,1,1,2,3,1,3,3,3
"19",1,2,3,2,1,2,1,3,3
"20",3,3,1,2,2,3,2,3,2
"21",1,2,2,1,3,1,3,2,1
"22",1,3,3,3,2,2,3,3,1
"23",3,1,2,3,1,3,3,2,3
"24",3,3,2,2,1,1,1,2,1
