"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",3,2,2,1,4,1,4,1
"2",2,1,3,4,3,3,3,3
"3",2,3,5,4,1,4,5,1
"4",5,5,1,2,3,5,2,3
"5",1,5,2,5,1,2,3,3
"6",5,4,3,2,5,1,3,5
"7",3,1,1,5,2,5,4,2
"8",3,4,1,3,1,4,5,5
"9",2,2,2,3,4,5,5,3
"10",2,2,4,5,5,3,4,5
"11",4,2,2,4,2,4,1,5
"12",4,4,4,1,1,5,4,3
"13",4,1,1,2,4,3,3,4
"14",4,5,4,3,4,2,1,1
"15",1,2,5,2,2,5,3,4
"16",3,3,4,3,3,5,1,2
"17",1,1,3,3,5,1,5,2
"18",1,4,2,5,4,4,2,1
"19",4,2,5,1,3,2,5,5
"20",2,5,3,2,2,2,4,1
"21",5,5,5,4,2,3,2,5
"22",3,1,3,1,4,4,1,5
"23",4,4,3,5,1,1,2,2
"24",1,3,4,1,4,2,2,3
"25",1,2,1,2,1,3,1,1
"26",2,3,3,3,1,5,2,5
"27",5,2,4,5,2,1,3,4
"28",1,3,1,4,3,1,4,5
"29",5,2,3,1,3,4,2,1
"30",1,4,5,3,5,4,1,4
"31",4,1,4,4,5,5,3,1
"32",5,1,2,3,1,2,4,4
"33",2,1,5,5,3,2,1,2
"34",2,4,2,1,2,1,1,4
"35",3,5,5,4,4,1,4,3
"36",4,5,3,5,4,5,5,4
"37",3,4,4,3,2,3,3,2
"38",2,5,1,1,5,4,3,2
"39",5,3,2,5,5,3,1,3
"40",3,1,5,2,1,1,2,3
"41",1,5,4,2,3,3,5,4
"42",3,3,1,4,5,2,2,4
"43",5,3,5,2,5,4,4,2
"44",4,3,2,1,2,3,5,2
"45",5,4,1,4,3,2,5,1
