"","V1","V2","V3","V4"
"1",1,1,5,4
"2",3,4,4,2
"3",4,1,5,3
"4",1,5,1,3
"5",3,5,1,5
"6",1,3,2,1
"7",2,2,3,2
"8",5,1,4,5
"9",5,2,5,1
"10",5,2,2,3
"11",4,5,3,4
"12",2,1,4,1
"13",2,3,5,2
"14",5,4,3,2
"15",4,3,2,3
"16",4,3,4,1
"17",4,5,3,1
"18",3,1,2,1
"19",1,2,3,5
"20",3,2,3,4
"21",4,2,1,2
"22",5,1,3,2
"23",5,4,1,1
"24",1,2,4,3
"25",3,4,5,4
"26",4,1,1,4
"27",2,1,2,5
"28",2,4,1,1
"29",2,3,1,4
"30",2,3,3,4
"31",1,1,1,2
"32",4,4,5,5
"33",1,5,5,1
"34",1,4,4,3
"35",5,5,2,4
"36",1,4,2,5
"37",3,3,4,2
"38",5,5,5,3
"39",3,2,2,3
"40",3,2,5,5
"41",3,5,2,2
"42",2,5,4,5
"43",4,3,4,4
"44",2,4,3,3
"45",5,3,1,5
