"","V1","V2","V3","V4","V5"
"1",4,3,1,1,2
"2",3,4,4,3,2
"3",4,4,4,5,3
"4",1,5,3,2,1
"5",1,4,1,1,4
"6",1,3,2,4,2
"7",4,3,5,1,5
"8",5,2,1,4,3
"9",2,3,3,4,4
"10",5,5,1,3,2
"11",2,3,4,1,1
"12",3,5,3,1,2
"13",5,3,5,4,3
"14",2,1,3,1,5
"15",3,3,4,2,3
"16",1,5,5,5,2
"17",2,4,1,4,1
"18",5,1,5,3,2
"19",4,3,2,5,4
"20",1,1,1,5,3
"21",2,5,5,3,5
"22",3,1,4,2,4
"23",5,5,4,1,4
"24",4,5,3,4,4
"25",4,2,3,2,3
"26",3,5,1,5,5
"27",1,2,2,3,5
"28",2,5,2,2,3
"29",5,2,4,5,5
"30",3,2,5,4,1
"31",2,2,1,2,2
"32",1,4,4,4,5
"33",5,1,2,1,1
"34",1,2,5,1,3
"35",3,2,2,5,1
"36",4,1,1,3,5
"37",4,4,5,2,1
"38",2,1,5,5,4
"39",3,4,2,3,3
"40",4,1,3,4,2
"41",3,2,2,2,4
"42",1,1,4,3,1
"43",5,4,3,5,1
"44",2,3,3,3,4
"45",5,4,2,2,5
