"","V1","V2","V3","V4","V5","V6","V7","V8"
"1",1,2,2,1,3,4,4,3
"2",2,3,3,3,4,1,4,4
"3",3,2,4,3,1,4,2,4
"4",3,1,4,2,3,1,4,2
"5",3,3,4,1,4,3,1,3
"6",4,1,2,2,2,4,1,2
"7",4,4,1,2,4,2,2,3
"8",4,2,3,1,3,1,2,4
"9",2,1,1,3,1,1,3,3
"10",3,4,2,4,3,4,3,4
"11",1,3,3,4,1,3,4,2
"12",2,1,1,1,4,3,3,2
"13",4,2,1,4,2,2,4,3
"14",1,4,1,3,2,3,1,4
"15",1,2,3,1,1,2,1,1
"16",4,4,3,2,1,3,4,3
"17",1,4,4,2,3,4,2,2
"18",4,2,3,3,4,4,3,1
"19",2,4,4,4,3,2,3,1
"20",2,1,3,4,4,3,1,3
"21",2,3,1,2,2,4,4,1
"22",3,4,2,1,2,1,3,1
"23",3,3,1,3,3,2,1,1
"24",1,2,2,4,4,1,2,2
"25",2,3,2,1,1,2,2,4
"26",4,3,4,3,2,1,1,2
"27",1,1,4,2,2,2,3,4
"28",3,1,2,4,1,3,2,1
