"","V1","V2","V3","V4","V5","V6","V7"
"1",4,3,1,1,4,3,3
"2",1,4,3,1,3,1,2
"3",4,4,3,3,1,2,1
"4",3,4,2,2,3,4,4
"5",3,4,1,4,3,2,2
"6",3,3,4,1,1,1,3
"7",1,1,1,2,1,2,2
"8",2,3,2,3,2,2,3
"9",4,2,2,2,2,1,1
"10",2,4,1,2,2,1,4
"11",4,1,1,3,3,1,3
"12",1,4,3,4,1,3,3
"13",2,1,3,3,4,4,3
"14",2,4,4,2,4,3,1
"15",2,3,2,1,1,3,1
"16",4,3,4,4,2,4,2
"17",3,2,1,4,1,4,4
"18",3,2,2,3,2,3,2
"19",1,3,1,3,3,4,1
"20",3,3,3,4,4,1,4
"21",1,2,4,3,3,2,4
"22",4,2,4,2,4,2,2
"23",2,1,4,4,2,1,1
"24",1,2,4,1,2,4,3
"25",4,1,3,2,1,3,4
"26",2,1,2,1,4,2,4
"27",3,1,3,1,3,4,1
"28",1,2,2,4,4,3,2
