"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14"
"1",4,4,2,4,3,1,3,3,1,4,2,3,2,4
"2",4,4,1,2,2,3,4,3,2,3,1,1,3,1
"3",2,1,1,2,3,4,2,4,2,4,4,3,4,3
"4",3,4,1,3,3,2,2,1,3,2,4,4,1,1
"5",4,3,3,2,4,1,1,2,2,1,1,3,1,2
"6",1,2,4,3,3,2,4,4,2,2,2,1,1,4
"7",3,1,3,2,2,3,1,1,1,4,3,1,1,3
"8",2,1,2,4,3,2,4,1,4,1,1,3,3,3
"9",3,1,2,4,4,3,2,3,2,1,2,1,4,1
"10",1,2,1,3,4,1,3,1,1,4,3,2,3,2
"11",1,4,2,1,4,3,1,4,1,2,4,3,2,2
"12",2,3,4,1,3,1,1,3,4,2,3,1,3,1
"13",2,3,4,1,4,3,2,2,3,4,1,4,2,4
"14",3,2,2,1,1,2,3,4,4,4,1,2,1,2
"15",3,4,3,3,4,2,3,4,4,3,3,4,4,3
"16",1,3,1,4,2,4,1,2,4,3,2,2,1,3
"17",2,1,1,1,1,1,4,2,2,2,3,4,2,3
"18",1,3,3,3,1,3,4,3,4,4,4,3,3,1
"19",4,2,2,2,4,4,3,2,4,2,4,1,2,4
"20",3,3,3,1,2,2,4,2,1,1,4,2,4,4
"21",2,2,3,4,2,2,1,2,1,3,1,4,4,1
"22",4,2,1,3,1,3,1,3,3,1,3,4,3,4
"23",4,1,4,4,2,1,2,4,3,3,4,2,2,2
"24",1,4,2,2,1,1,2,1,3,3,2,1,4,4
"25",4,2,4,1,3,4,4,1,3,3,2,3,4,2
"26",2,4,4,4,1,4,3,1,2,1,3,2,2,2
"27",1,1,3,2,2,4,3,3,3,1,2,4,1,1
"28",3,3,4,3,1,4,2,4,1,2,1,2,3,3
