"","V1","V2","V3","V4","V5","V6"
"1",4,4,4,3,3,1
"2",4,3,1,4,2,4
"3",3,3,2,1,1,3
"4",4,1,1,3,1,2
"5",1,4,4,4,1,3
"6",2,3,3,3,3,2
"7",1,2,3,2,2,4
"8",1,4,2,3,4,4
"9",3,4,1,2,4,3
"10",3,2,2,2,3,3
"11",3,1,4,1,2,1
"12",1,3,1,1,2,2
"13",3,3,3,4,1,1
"14",2,3,4,1,4,3
"15",3,4,2,4,3,2
"16",1,1,4,2,4,2
"17",2,1,3,3,1,4
"18",4,2,2,1,4,1
"19",1,3,3,2,3,1
"20",2,2,1,4,4,2
"21",3,2,4,3,3,4
"22",4,2,4,2,1,2
"23",2,2,2,3,2,3
"24",2,4,1,2,1,1
"25",1,1,2,4,2,1
"26",4,1,3,4,4,3
"27",2,1,1,1,3,4
"28",4,4,3,1,2,4
