"","V1","V2","V3","V4","V5","V6","V7"
"1",2,1,2,1,3,1,2
"2",2,2,3,3,2,2,3
"3",1,2,1,3,3,1,3
"4",1,1,2,3,2,3,2
"5",1,1,1,1,1,2,2
"6",1,3,2,1,3,3,1
"7",3,3,2,3,1,3,3
"8",2,2,1,1,2,3,3
"9",1,1,3,2,3,3,3
"10",2,1,3,1,1,3,1
"11",3,3,2,2,3,1,2
"12",2,1,2,3,1,2,3
"13",1,3,2,3,2,1,2
"14",1,3,3,1,1,1,3
"15",1,1,2,2,2,1,1
"16",2,3,3,3,3,3,2
"17",3,2,2,1,1,1,1
"18",3,1,2,1,2,2,3
"19",3,1,1,3,3,3,1
"20",3,2,3,1,3,2,3
"21",1,2,1,2,1,3,2
"22",2,2,3,2,3,1,1
"23",2,2,2,2,2,2,2
"24",1,3,1,2,2,2,1
"25",2,3,1,3,1,1,1
"26",3,3,3,2,2,2,1
"27",3,3,1,1,2,3,2
"28",3,1,3,3,2,1,2
"29",3,2,3,2,1,3,2
"30",3,1,1,2,1,1,3
"31",1,2,3,3,1,2,1
"32",2,3,1,2,3,2,3
"33",2,2,1,1,3,2,1
