"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"1",2,2,3,3,3,2,1,3,3,1,3
"2",2,1,3,1,1,1,3,1,2,2,1
"3",1,3,2,1,2,1,1,2,3,2,1
"4",3,2,1,1,3,1,1,2,2,3,3
"5",3,1,3,1,1,3,1,3,2,2,2
"6",1,3,2,3,3,1,2,1,1,2,3
"7",1,3,2,2,3,3,3,3,2,2,1
"8",3,3,2,2,1,3,1,1,3,2,2
"9",2,1,2,2,1,1,1,2,1,1,3
"10",2,2,3,3,1,1,3,2,3,3,2
"11",2,1,1,3,2,3,1,1,2,2,3
"12",1,1,1,2,3,2,3,2,1,1,2
"13",3,1,1,3,3,1,2,3,2,2,1
"14",1,2,1,2,2,3,2,3,3,3,3
"15",2,3,1,1,3,2,3,1,3,3,2
"16",3,2,1,1,2,3,3,2,1,2,1
"17",1,1,3,2,3,2,1,1,2,3,1
"18",2,2,2,1,3,3,1,1,1,1,2
"19",2,3,1,2,2,1,2,1,3,1,1
"20",3,1,2,2,2,1,2,1,3,3,3
"21",3,2,2,3,1,2,2,1,1,3,1
"22",1,2,1,1,1,1,2,3,2,1,2
"23",3,2,3,1,3,2,2,2,3,1,1
"24",3,3,1,3,1,2,3,2,2,1,3
"25",2,1,2,1,2,2,3,3,3,2,3
"26",1,1,2,3,1,3,2,2,3,1,1
"27",3,3,3,2,2,1,3,3,1,1,2
"28",1,3,3,1,1,2,2,2,1,3,3
"29",2,1,2,3,2,3,3,3,1,3,2
"30",2,3,1,2,1,2,1,3,1,3,1
"31",1,2,3,2,2,3,3,1,2,1,3
"32",1,2,3,3,2,2,1,3,1,2,2
"33",3,3,3,3,3,3,2,2,2,3,2
