"","V1","V2","V3","V4","V5"
"1",2,1,3,3,1
"2",3,3,1,1,2
"3",1,2,1,2,1
"4",3,2,3,1,1
"5",1,1,3,1,2
"6",1,1,3,2,3
"7",3,1,3,2,1
"8",1,3,3,2,1
"9",2,3,2,1,3
"10",1,3,2,1,1
"11",1,3,1,3,2
"12",2,2,3,1,3
"13",1,2,1,1,3
"14",3,3,3,1,2
"15",2,2,2,2,2
"16",2,2,2,2,2
"17",2,3,1,2,1
"18",3,1,2,2,3
"19",3,1,1,3,2
"20",1,2,3,3,2
"21",3,3,2,3,1
"22",2,1,1,3,3
"23",3,3,1,2,3
"24",1,1,2,3,1
"25",1,3,2,3,3
"26",2,2,2,2,2
"27",3,2,1,3,1
"28",2,1,1,1,1
"29",2,3,3,3,3
"30",3,1,2,1,3
"31",1,1,1,1,2
"32",3,2,3,3,3
"33",2,2,2,2,2
