"","V1","V2","V3","V4","V5","V6","V7","V8","V9"
"1",1,1,3,3,1,3,2,2,3
"2",1,3,3,2,1,2,2,1,1
"3",1,2,2,1,3,3,3,1,1
"4",3,3,2,3,2,3,3,1,2
"5",3,1,3,1,1,2,3,3,1
"6",1,1,1,1,2,2,2,3,3
"7",2,3,1,2,1,3,3,2,1
"8",2,1,3,3,3,2,3,1,2
"9",2,2,1,3,1,1,3,3,3
"10",2,1,1,1,3,1,1,2,2
"11",2,1,3,1,2,3,1,1,2
"12",3,2,1,1,1,3,2,2,2
"13",1,2,3,2,2,1,1,3,1
"14",2,2,3,1,3,2,2,2,1
"15",3,2,3,2,3,1,2,1,3
"16",3,2,2,3,3,3,1,3,1
"17",1,3,2,1,1,3,1,3,2
"18",3,3,1,1,2,1,2,1,1
"19",3,2,2,1,1,2,1,1,3
"20",3,3,1,2,3,2,3,3,2
"21",2,2,2,2,2,2,3,2,3
"22",1,3,3,1,2,1,3,2,3
"23",2,3,2,3,2,1,2,3,1
"24",1,3,1,3,3,2,1,1,3
"25",2,1,1,3,1,2,1,1,1
"26",1,1,2,3,3,1,2,2,1
"27",3,1,2,2,2,1,1,3,3
"28",2,3,3,2,3,3,2,3,3
"29",2,2,2,2,2,2,1,2,2
"30",1,2,1,3,2,3,2,3,2
"31",3,1,1,2,3,3,3,2,3
"32",1,1,2,2,1,1,3,1,2
"33",3,3,3,3,1,1,1,2,2
