"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",2,2,2,2,2,2,3,3,2,1
"2",2,1,1,2,2,1,3,3,1,1
"3",2,1,2,3,3,1,1,1,2,2
"4",3,1,2,1,1,1,2,2,3,3
"5",1,1,3,3,1,1,2,2,1,2
"6",2,3,3,2,1,2,3,2,1,3
"7",1,3,2,1,3,2,2,3,1,3
"8",2,1,3,3,2,2,3,3,3,3
"9",2,2,1,1,3,3,3,1,2,3
"10",1,1,1,3,3,2,2,2,3,1
"11",3,3,3,1,2,3,3,2,2,1
"12",3,3,1,1,2,2,1,3,3,2
"13",1,2,2,1,1,3,3,3,3,2
"14",3,1,3,1,3,2,3,1,1,2
"15",1,1,3,2,3,3,1,3,2,2
"16",2,3,3,2,1,3,1,1,3,2
"17",1,3,1,1,1,1,2,1,2,1
"18",1,2,3,2,2,2,2,2,3,2
"19",2,3,1,3,3,3,2,2,1,2
"20",3,2,1,2,1,3,2,3,1,3
"21",1,2,2,3,2,3,3,1,1,1
"22",1,3,2,2,3,1,3,1,3,2
"23",3,1,1,2,2,3,2,1,3,1
"24",3,3,2,2,3,1,1,2,1,1
"25",3,2,1,3,1,1,3,2,2,2
"26",3,3,2,3,2,2,2,1,2,3
"27",1,3,1,3,2,1,1,3,2,3
"28",3,2,2,3,3,3,1,2,3,3
"29",1,1,1,2,1,2,1,1,2,3
"30",2,2,3,1,2,1,1,1,1,3
"31",3,2,3,3,1,2,1,3,2,1
"32",2,2,3,1,3,1,2,3,3,1
"33",2,1,2,1,1,3,1,2,1,1
