"","V1","V2","V3","V4","V5","V6"
"1",3,3,3,3,1,2
"2",2,3,2,3,3,1
"3",2,3,3,1,3,3
"4",2,1,3,1,2,2
"5",1,1,3,3,3,2
"6",3,2,3,1,3,1
"7",1,3,2,1,3,2
"8",1,2,1,1,1,2
"9",3,2,2,3,3,3
"10",1,2,3,1,1,3
"11",2,1,1,1,3,2
"12",1,1,3,2,1,1
"13",3,1,1,3,2,1
"14",1,1,2,1,2,1
"15",1,3,2,3,1,3
"16",1,3,1,3,2,2
"17",3,3,2,2,1,1
"18",2,3,1,1,1,1
"19",1,2,1,3,3,1
"20",3,2,1,2,1,2
"21",2,2,3,3,1,1
"22",3,3,1,2,3,2
"23",3,3,1,1,2,3
"24",2,2,2,2,2,2
"25",2,2,3,3,2,3
"26",2,2,2,2,2,2
"27",3,1,2,1,1,3
"28",1,3,3,2,2,1
"29",2,2,2,2,2,3
"30",3,1,2,2,3,1
"31",3,1,3,2,2,3
"32",2,1,1,3,1,3
"33",1,1,1,2,3,3
