"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"1",18,10,6,19,7,20,21,10,7,20,5,20,9
"2",11,12,15,15,18,23,12,4,23,13,23,23,3
"3",10,7,5,7,5,5,4,18,21,19,8,11,4
"4",16,4,22,22,12,15,10,22,19,16,10,17,22
"5",19,17,9,1,11,18,9,11,18,6,7,3,1
"6",1,16,23,14,10,2,8,5,5,17,11,6,8
"7",20,14,14,20,23,6,6,14,14,21,21,4,14
"8",12,23,16,17,14,22,3,17,10,3,2,8,16
"9",9,8,7,18,13,4,23,8,17,5,19,7,21
"10",22,3,3,11,19,19,2,7,4,12,13,10,18
"11",4,11,12,5,17,7,7,20,6,9,4,22,20
"12",6,1,11,10,15,13,14,1,16,23,1,2,11
"13",17,20,20,6,16,12,22,21,9,18,18,9,5
"14",14,9,21,4,6,14,5,2,8,1,20,16,12
"15",23,2,13,9,9,1,15,16,11,4,17,21,7
"16",5,21,10,23,2,11,1,9,15,11,16,19,6
"17",3,6,17,3,3,21,18,15,13,14,15,5,17
"18",13,22,2,2,20,3,16,3,12,15,9,18,15
"19",21,18,18,12,4,8,19,6,22,10,3,13,19
"20",8,5,19,21,21,10,17,12,2,7,6,12,2
"21",15,13,1,16,1,9,13,23,3,8,14,1,13
"22",7,19,8,8,8,17,11,13,1,22,22,14,23
"23",2,15,4,13,22,16,20,19,20,2,12,15,10
