"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18"
"1",16,13,1,8,23,2,21,9,16,13,4,11,1,2,1,14,12,9
"2",2,23,17,11,2,4,18,19,6,6,16,12,23,19,3,11,13,11
"3",11,17,20,20,13,7,7,21,15,20,7,19,17,4,6,6,2,15
"4",20,6,2,22,18,18,2,16,8,4,11,10,14,14,2,2,15,13
"5",17,7,16,15,3,8,10,5,18,18,20,2,7,22,8,3,10,8
"6",21,4,7,12,7,3,4,7,10,11,18,22,22,6,20,12,8,19
"7",1,10,9,19,5,11,3,15,23,1,1,13,4,11,13,13,5,2
"8",13,18,10,5,11,6,17,2,22,2,10,20,13,15,12,1,22,23
"9",9,5,19,3,20,15,5,20,20,12,19,16,2,17,10,15,18,18
"10",15,2,15,18,16,5,22,17,13,9,8,6,11,21,17,21,4,21
"11",23,20,11,17,21,12,14,18,21,14,17,5,21,9,18,9,20,3
"12",10,19,14,14,22,21,8,10,1,8,5,21,6,23,22,8,11,10
"13",14,21,8,1,10,22,6,8,14,10,15,7,15,16,5,23,1,5
"14",6,15,6,16,12,9,9,13,2,7,21,3,8,3,7,19,21,22
"15",22,22,18,23,6,16,15,4,7,16,9,14,3,8,11,22,14,17
"16",3,3,12,2,19,13,13,3,4,15,2,4,20,10,9,7,6,16
"17",19,11,22,4,14,14,19,14,5,3,22,15,9,5,15,5,3,6
"18",18,9,5,6,8,10,11,22,3,19,3,17,16,20,14,20,19,7
"19",4,12,4,21,15,19,20,6,19,17,23,18,19,18,16,17,9,12
"20",5,14,23,10,17,1,1,1,9,22,13,9,12,13,19,18,16,4
"21",7,1,13,13,9,23,23,12,12,23,12,23,10,7,4,10,23,1
"22",8,16,3,7,4,17,16,23,11,21,14,8,5,12,21,4,7,20
"23",12,8,21,9,1,20,12,11,17,5,6,1,18,1,23,16,17,14
